rank,county,state,pc_income,pop,households
124,Winkler,Texas,"$23,629 ","7,260","2,709"
125,Douglas,Georgia,"$23,626 ","133,486","46,295"
126,Fall River,South Dakota,"$23,624 ","7,001","3,138"
127,Richland,Illinois,"$23,621 ","16,213","6,620"
128,Cochise,Arizona,"$23,608 ","131,038","49,174"
129,Williamson,Illinois,"$23,605 ","66,606","26,819"
130,Sutter,California,"$23,602 ","94,787","31,725"
131,Riverside,California,"$23,591 ","2,228,528","683,144"
132,Caribou,Idaho,"$23,586 ","6,867","2,644"
133,Caledonia,Vermont,"$23,584 ","31,157","12,491"
134,Kiowa,Oklahoma,"$23,576 ","9,389","3,886"
135,Richardson,Nebraska,"$23,566 ","8,289","3,779"
136,Silver Bow,Montana,"$23,562 ","34,322","15,042"
137,Grand,Utah,"$23,558 ","9,269","3,633"
138,Cowlitz,Washington,"$23,557 ","102,110","39,602"
139,Marinette,Wisconsin,"$23,555 ","41,632","18,573"
140,Hitchcock,Nebraska,"$23,554 ","2,884","1,366"
141,Montgomery,Virginia,"$23,548 ","94,910","34,789"
142,Montezuma,Colorado,"$23,548 ","25,512","10,688"
143,Nelson,Kentucky,"$23,545 ","43,905","16,571"
144,Mason,Washington,"$23,542 ","60,647","23,358"
145,Humboldt,California,"$23,540 ","134,613","53,296"
146,Pender,North Carolina,"$23,526 ","53,412","20,254"
147,Greene,Missouri,"$23,520 ","278,231","115,574"
148,Cimarron,Oklahoma,"$23,514 ","2,432","1,067"
149,Lauderdale,Alabama,"$23,510 ","92,666","38,458"
150,St. Joseph,Indiana,"$23,509 ","266,694","101,947"
151,Golden Valley,Montana,"$23,508 ",709,323
152,Lee,Alabama,"$23,506 ","144,405","55,864"
153,Aurora,South Dakota,"$23,504 ","2,722","1,102"
154,Grady,Oklahoma,"$23,500 ","52,855","19,762"
155,Shawano,Wisconsin,"$23,500 ","41,776","17,245"
156,Page,Iowa,"$23,496 ","15,838","6,415"
157,Washington County,Ohio,"$23,496 ","61,600","25,029"
158,Pierce,North Dakota,"$23,491 ","4,399","1,983"
159,Marquette,Wisconsin,"$23,490 ","15,308","6,453"
160,Giles,Virginia,"$23,485 ","17,111","7,167"
161,Lafayette,Wisconsin,"$23,483 ","16,841","6,605"
162,Goshen,Wyoming,"$23,475 ","13,458","5,255"
163,Northampton,Virginia,"$23,473 ","12,339","5,149"
164,Clarke,Iowa,"$23,472 ","9,311","3,672"
165,Rockdale,Georgia,"$23,461 ","85,650","29,317"
166,Cheatham,Tennessee,"$23,459 ","39,213","14,421"
167,Monroe,Wisconsin,"$23,456 ","44,953","17,543"
168,Cottonwood,Minnesota,"$23,456 ","11,658","4,802"
169,Escambia,Florida,"$23,441 ","300,795","111,689"
170,Perry,Missouri,"$23,435 ","19,001","7,511"
171,Lampasas,Texas,"$23,423 ","19,937","7,289"
172,Winona,Minnesota,"$23,421 ","51,328","18,957"
173,Jackson,Texas,"$23,418 ","14,201","5,212"
174,Herkimer,New York,"$23,418 ","64,428","26,815"
175,Montgomery,New York,"$23,417 ","50,019","19,703"
176,Cheboygan,Michigan,"$23,412 ","25,985","11,477"
177,Duchesne,Utah,"$23,411 ","19,109","6,850"
178,Rush,Indiana,"$23,396 ","17,257","6,874"
179,Fayette,Iowa,"$23,391 ","20,822","8,328"
180,Matagorda,Texas,"$23,389 ","36,639","13,260"
181,Hutchinson,Texas,"$23,383 ","21,986","8,374"
182,Ochiltree,Texas,"$23,382 ","10,467","3,736"
183,Coconino,Arizona,"$23,382 ","134,795","46,198"
184,Reno,Kansas,"$23,382 ","64,319","25,693"
185,Calhoun,Texas,"$23,381 ","21,503","7,870"
186,Hall,Nebraska,"$23,380 ","59,431","22,168"
187,Coffee,Alabama,"$23,380 ","50,468","18,820"
188,Jones,South Dakota,"$23,377 ",981,438
189,Preble,Ohio,"$23,374 ","42,050","16,238"
190,San Patricio,Texas,"$23,373 ","65,210","22,147"
191,Edgar,Illinois,"$23,368 ","18,339","7,893"
192,Champaign,Ohio,"$23,358 ","39,855","15,014"
193,Stephenson,Illinois,"$23,350 ","47,315","19,408"
194,Henry,Ohio,"$23,347 ","28,164","11,006"
195,Mason,Kentucky,"$23,347 ","17,452","6,569"
196,Juneau,Wisconsin,"$23,343 ","26,673","10,194"
197,Bastrop,Texas,"$23,342 ","74,730","25,432"
198,Barron,Wisconsin,"$23,337 ","45,826","19,168"
199,Ringgold,Iowa,"$23,324 ","5,107","2,074"
200,Iron,Wisconsin,"$23,324 ","5,937","2,953"
201,Red Willow,Nebraska,"$23,320 ","11,015","4,732"
202,Houston,Alabama,"$23,316 ","102,326","39,250"
203,Harrison,West Virginia,"$23,309 ","69,078","27,599"
204,Moore,Tennessee,"$23,307 ","6,347","2,416"
205,Mendocino,California,"$23,306 ","87,497","33,878"
206,Ralls,Missouri,"$23,299 ","10,206","4,044"
207,Roanoke City,Virginia,"$23,295 ","97,355","42,494"
208,St. Lucie,Florida,"$23,285 ","281,015","106,060"
209,Madison,Tennessee,"$23,283 ","98,261","35,713"
210,Tripp,South Dakota,"$23,270 ","5,571","2,530"
211,Woodbury,Iowa,"$23,269 ","102,155","38,654"
212,Gosper,Nebraska,"$23,266 ","2,005",767
213,Washington County,Arkansas,"$23,264 ","207,911","79,214"
214,Custer,Oklahoma,"$23,261 ","28,092","10,562"
215,Hancock,West Virginia,"$23,261 ","30,517","12,890"
216,Red Lake,Minnesota,"$23,257 ","4,087","1,681"
217,Jackson,Georgia,"$23,247 ","60,577","21,293"
218,Harrison,Indiana,"$23,244 ","39,213","14,499"
219,Stafford,Kansas,"$23,240 ","4,391","1,884"
220,Grant,Arkansas,"$23,239 ","17,922","6,855"
221,Harrison,Texas,"$23,236 ","66,467","23,415"
222,Jefferson,Texas,"$23,236 ","252,157","92,634"
223,Baker,Oregon,"$23,234 ","16,055","7,120"
224,Kiowa,Kansas,"$23,232 ","2,527","1,065"
225,Catawba,North Carolina,"$23,232 ","154,432","58,533"
226,Campbell,Virginia,"$23,231 ","54,967","21,774"
227,Pawnee,Kansas,"$23,230 ","6,971","2,545"
228,Marion,West Virginia,"$23,229 ","56,666","22,593"
229,Valley,Nebraska,"$23,227 ","4,256","1,893"
230,Sebastian,Arkansas,"$23,222 ","126,536","49,294"
231,Bonner,Idaho,"$23,221 ","40,743","17,388"
232,Scotts Bluff,Nebraska,"$23,220 ","36,883","14,690"
233,Wythe,Virginia,"$23,219 ","29,274","11,656"
234,Lonoke,Arkansas,"$23,218 ","69,266","25,052"
235,Macon,North Carolina,"$23,213 ","33,859","15,340"
236,Nicholas,West Virginia,"$23,209 ","26,168","10,657"
237,Fulton,Pennsylvania,"$23,201 ","14,779","5,965"
238,Mason,Illinois,"$23,199 ","14,508","6,310"
239,Hanson,South Dakota,"$23,197 ","3,377","1,037"
240,Bond,Illinois,"$23,195 ","17,665","6,373"
241,Mason,Michigan,"$23,183 ","28,648","12,470"
242,Cortland,New York,"$23,179 ","49,271","18,069"
243,Refugio,Texas,"$23,174 ","7,327","2,818"
244,Miami-Dade,Florida,"$23,174 ","2,549,075","828,031"
245,Callaway,Missouri,"$23,171 ","44,276","16,548"
246,Garland,Arkansas,"$23,170 ","96,547","39,881"
247,Pend Oreille,Washington,"$23,167 ","12,956","5,484"
248,Alamance,North Carolina,"$23,166 ","152,472","60,139"
249,Toole,Montana,"$23,162 ","5,224","1,927"
250,Boyd,Nebraska,"$23,157 ","2,093",938
251,Citrus,Florida,"$23,148 ","140,214","60,319"
252,Mineral,Nevada,"$23,146 ","4,700","2,147"
253,Taylor,Texas,"$23,141 ","132,588","49,304"
254,Portsmouth City,Virginia,"$23,138 ","95,901","36,690"
255,Craighead,Arkansas,"$23,138 ","98,398","37,834"
256,Jewell,Kansas,"$23,134 ","3,061","1,454"
257,Stanton,Nebraska,"$23,131 ","6,148","2,336"
258,Wallowa,Oregon,"$23,131 ","6,924","2,996"
259,Wood,Texas,"$23,129 ","42,089","15,800"
260,Williamsburg City,Virginia,"$23,127 ","14,579","4,391"
261,Oswego,New York,"$23,126 ","121,797","45,325"
262,Day,South Dakota,"$23,126 ","5,669","2,511"
263,Pendleton,Kentucky,"$23,122 ","14,714","5,357"
264,Seneca,New York,"$23,115 ","35,359","13,429"
265,Weber,Utah,"$23,106 ","233,871","79,525"
266,Brookings,South Dakota,"$23,105 ","32,295","11,979"
267,Trego,Kansas,"$23,095 ","2,981","1,232"
268,Snyder,Pennsylvania,"$23,088 ","39,711","14,397"
269,Jefferson,New York,"$23,078 ","118,073","45,011"
270,Washington County,Texas,"$23,070 ","33,863","12,244"
271,Shelby,Illinois,"$23,069 ","22,266","8,991"
272,Faulk,South Dakota,"$23,069 ","2,370",930
273,Rice,Kansas,"$23,068 ","10,055","3,914"
274,Cumberland,North Carolina,"$23,067 ","322,033","121,226"
275,Hamilton,Texas,"$23,067 ","8,410","3,029"
276,Fountain,Indiana,"$23,063 ","17,108","6,925"
277,Wayne,Ohio,"$23,061 ","114,750","42,487"
278,Tipton,Tennessee,"$23,054 ","61,298","21,574"
279,Benton,Indiana,"$23,049 ","8,823","3,444"
280,St. Louis City,Missouri,"$23,048 ","318,955","140,652"
281,Arkansas County,Arkansas,"$23,045 ","18,957","7,883"
282,Cleburne,Arkansas,"$23,044 ","25,856","10,286"
283,Gregory,South Dakota,"$23,041 ","4,247","1,986"
284,Stephens,Oklahoma,"$23,038 ","44,929","17,690"
285,Camden,Missouri,"$23,038 ","43,822","17,647"
286,Taylor,Wisconsin,"$23,032 ","20,633","8,761"
287,Monroe,Indiana,"$23,032 ","139,634","53,914"
288,Pitt,North Carolina,"$23,029 ","170,485","66,026"
289,Calhoun,South Carolina,"$23,023 ","15,109","6,163"
290,Roscommon,Michigan,"$23,023 ","24,281","11,617"
291,Musselshell,Montana,"$23,022 ","4,729","1,966"
292,Schuylkill,Pennsylvania,"$23,021 ","147,700","59,658"
293,Union,Iowa,"$23,007 ","12,547","5,339"
294,Iberia,Louisiana,"$22,997 ","73,551","26,496"
295,Lycoming,Pennsylvania,"$22,987 ","116,604","46,046"
296,Franklin,Kansas,"$22,979 ","25,870","9,909"
297,Calhoun,Michigan,"$22,978 ","135,534","53,428"
298,Langlade,Wisconsin,"$22,974 ","19,838","8,758"
299,Sumner,Kansas,"$22,972 ","23,884","9,110"
300,Worth,Missouri,"$22,967 ","2,129",940
301,Stoddard,Missouri,"$22,967 ","29,860","12,224"
302,Daviess,Kentucky,"$22,963 ","97,230","37,677"
303,Upton,Texas,"$22,953 ","3,323","1,218"
304,Cumberland,Illinois,"$22,952 ","11,015","4,184"
305,Riley,Kansas,"$22,948 ","73,243","25,895"
306,Lewis,New York,"$22,942 ","27,108","10,677"
307,Norton,Kansas,"$22,942 ","5,640","2,248"
308,Indiana County,Pennsylvania,"$22,933 ","88,404","34,310"
309,Jackson,Oklahoma,"$22,925 ","26,280","10,455"
310,Sullivan,Pennsylvania,"$22,923 ","6,419","2,402"
311,Ste. Genevieve,Missouri,"$22,921 ","17,996","7,235"
312,Bowie,Texas,"$22,911 ","92,851","33,808"
313,Cooper,Missouri,"$22,910 ","17,574","6,568"
314,Lawrence,Pennsylvania,"$22,906 ","90,374","36,823"
