rank,county,state,pc_income,pop,households
42,Tama,Iowa,"$25,311 ","17,661","6,794"
43,Newport News City,Virginia,"$25,310 ","181,025","69,211"
44,Yellow Medicine,Minnesota,"$25,303 ","10,294","4,135"
45,Andrew,Missouri,"$25,302 ","17,319","6,691"
46,Henry,Georgia,"$25,299 ","206,349","69,238"
47,McClain,Oklahoma,"$25,293 ","35,155","12,749"
48,Kings,New York,"$25,289 ","2,539,789","916,025"
49,Eau Claire,Wisconsin,"$25,287 ","99,788","39,754"
50,Cass,Minnesota,"$25,287 ","28,485","12,906"
51,Kewaunee,Wisconsin,"$25,282 ","20,578","8,145"
52,Allen,Indiana,"$25,279 ","358,324","138,212"
53,Green Lake,Wisconsin,"$25,275 ","19,042","8,001"
54,Butler,Iowa,"$25,269 ","14,909","6,189"
55,Pima,Arizona,"$25,269 ","986,891","384,041"
56,Nemaha,Nebraska,"$25,269 ","7,207","3,001"
57,Frontier,Nebraska,"$25,262 ","2,568","1,086"
58,Marshall,Kansas,"$25,262 ","10,057","4,345"
59,Keya Paha,Nebraska,"$25,251 ",698,354
60,Fillmore,Minnesota,"$25,249 ","20,870","8,422"
61,Cabarrus,North Carolina,"$25,247 ","181,415","64,713"
62,Hampton City,Virginia,"$25,247 ","136,957","52,511"
63,Westmoreland,Virginia,"$25,245 ","17,532","7,130"
64,Hamlin,South Dakota,"$25,233 ","5,925","2,041"
65,Madison,New York,"$25,230 ","72,839","26,565"
66,Crawford,Illinois,"$25,214 ","19,707","7,731"
67,Knox,Nebraska,"$25,214 ","8,617","3,776"
68,Cherry,Nebraska,"$25,213 ","5,735","2,618"
69,Caroline,Maryland,"$25,211 ","32,871","11,806"
70,Burt,Nebraska,"$25,203 ","6,748","2,899"
71,Houston,Georgia,"$25,195 ","143,205","52,330"
72,Lincoln,Oregon,"$25,194 ","46,070","20,913"
73,Cooke,Texas,"$25,186 ","38,484","14,466"
74,Antelope,Nebraska,"$25,186 ","6,600","2,855"
75,Yavapai,Arizona,"$25,186 ","211,968","91,349"
76,Hood River,Oregon,"$25,181 ","22,427","8,144"
77,DeSoto,Mississippi,"$25,176 ","163,975","57,979"
78,Hardin,Iowa,"$25,153 ","17,453","7,061"
79,Wilkin,Minnesota,"$25,148 ","6,576","2,685"
80,Christian,Missouri,"$25,134 ","78,724","29,652"
81,Shenandoah,Virginia,"$25,134 ","42,270","17,397"
82,Douglas,Wisconsin,"$25,129 ","43,994","18,933"
83,Lee,Texas,"$25,123 ","16,603","6,078"
84,Big Horn,Wyoming,"$25,119 ","11,741","4,462"
85,Haskell,Kansas,"$25,114 ","4,219","1,411"
86,Washington County,Virginia,"$25,109 ","54,804","22,755"
87,Oneida,New York,"$25,103 ","234,206","91,075"
88,Clinton,Missouri,"$25,100 ","20,659","8,089"
89,Amelia,Virginia,"$25,100 ","12,712","4,808"
90,Iroquois,Illinois,"$25,098 ","29,446","11,892"
91,Keith,Nebraska,"$25,097 ","8,247","3,786"
92,Tipton,Indiana,"$25,093 ","15,834","6,622"
93,Chatham,Georgia,"$25,093 ","271,102","102,484"
94,Rutherford,Tennessee,"$25,077 ","269,407","96,731"
95,Livingston,Louisiana,"$25,076 ","130,192","46,246"
96,Clayton,Iowa,"$25,074 ","17,990","7,707"
97,Faribault,Minnesota,"$25,065 ","14,430","6,331"
98,Winneshiek,Iowa,"$25,062 ","21,038","8,042"
99,Barry,Michigan,"$25,059 ","59,121","22,610"
100,Palo Alto,Iowa,"$25,055 ","9,352","3,948"
101,Box Butte,Nebraska,"$25,046 ","11,312","4,860"
102,Muscatine,Iowa,"$25,038 ","42,798","16,410"
103,Lake,Colorado,"$25,029 ","7,332","3,079"
104,Limestone,Alabama,"$25,020 ","85,264","31,794"
105,Trempealeau,Wisconsin,"$25,017 ","29,098","11,745"
106,Burnet,Texas,"$24,998 ","43,230","16,588"
107,Montgomery,Ohio,"$24,997 ","536,433","222,578"
108,Sierra,California,"$24,996 ","3,127","1,253"
109,Mower,Minnesota,"$24,990 ","39,252","15,855"
110,Washington County,Colorado,"$24,977 ","4,796","2,019"
111,Montgomery,Alabama,"$24,975 ","228,980","88,844"
112,Portage,Wisconsin,"$24,972 ","70,136","27,975"
113,Sullivan,New York,"$24,963 ","77,134","29,531"
114,Kaufman,Texas,"$24,954 ","105,220","34,922"
115,Livingston,Illinois,"$24,952 ","38,687","14,446"
116,Stevens,Kansas,"$24,950 ","5,713","1,936"
117,Aitkin,Minnesota,"$24,939 ","16,032","7,741"
118,Saline,Kansas,"$24,935 ","55,633","22,173"
119,Garrett,Maryland,"$24,932 ","30,014","11,974"
120,St. James,Louisiana,"$24,930 ","21,916","7,786"
121,Allamakee,Iowa,"$24,926 ","14,242","5,862"
122,Woodward,Oklahoma,"$24,922 ","20,483","7,382"
123,Carter,Montana,"$24,921 ","1,241",495
124,Jasper,Iowa,"$24,905 ","36,710","14,826"
125,Pottawatomie,Kansas,"$24,892 ","22,009","7,974"
126,Kosciusko,Indiana,"$24,881 ","77,527","29,705"
127,Hubbard,Minnesota,"$24,880 ","20,440","8,670"
128,De Baca,New Mexico,"$24,879 ","1,975",689
129,Orange,Florida,"$24,877 ","1,175,416","415,790"
130,Wagoner,Oklahoma,"$24,874 ","74,077","27,016"
131,Carbon,Pennsylvania,"$24,861 ","65,074","25,903"
132,Dewey,Oklahoma,"$24,860 ","4,800","1,830"
133,Alachua,Florida,"$24,857 ","249,848","96,043"
134,Kent,Delaware,"$24,851 ","165,030","58,524"
135,Washburn,Wisconsin,"$24,850 ","15,842","7,348"
136,Kent,Texas,"$24,839 ",913,401
137,West Baton Rouge,Louisiana,"$24,838 ","24,012","8,820"
138,Sherman,Nebraska,"$24,837 ","3,129","1,369"
139,Broome,New York,"$24,835 ","199,298","79,763"
140,Benzie,Michigan,"$24,831 ","17,474","7,682"
141,Pierce,Nebraska,"$24,830 ","7,211","2,916"
142,Buffalo,Nebraska,"$24,830 ","46,885","17,705"
143,Effingham,Georgia,"$24,824 ","52,961","17,830"
144,Johnson,Texas,"$24,816 ","152,384","52,044"
145,Keweenaw,Michigan,"$24,802 ","2,181","1,014"
146,Lafourche,Louisiana,"$24,798 ","96,755","35,072"
147,Luzerne,Pennsylvania,"$24,793 ","320,827","130,880"
148,Jefferson,Missouri,"$24,792 ","219,636","80,812"
149,Osage,Kansas,"$24,789 ","16,260","6,558"
150,Schleicher,Texas,"$24,787 ","3,316","1,078"
151,Ballard,Kentucky,"$24,781 ","8,282","3,327"
152,Jefferson,Nebraska,"$24,777 ","7,563","3,301"
153,Monterey,California,"$24,775 ","420,569","125,428"
154,Fulton,Ohio,"$24,771 ","42,601","16,285"
155,Delta,Colorado,"$24,771 ","30,659","12,671"
156,Aiken,South Carolina,"$24,769 ","161,710","63,388"
157,Albany,Wyoming,"$24,758 ","36,745","15,257"
158,Ingham,Michigan,"$24,754 ","281,531","108,823"
159,Staunton City,Virginia,"$24,753 ","23,989","10,495"
160,Baltimore City,Maryland,"$24,750 ","621,445","241,455"
161,Atchison,Missouri,"$24,748 ","5,605","2,448"
162,Franklin,Missouri,"$24,742 ","101,569","39,263"
163,Orange,Texas,"$24,736 ","82,372","31,162"
164,San Jacinto,Texas,"$24,733 ","26,669","9,425"
165,Cascade,Montana,"$24,727 ","81,621","33,430"
166,Churchill,Nevada,"$24,716 ","24,572","9,253"
167,Edwards,Kansas,"$24,714 ","2,998","1,269"
168,San Juan,Colorado,"$24,711 ",659,321
169,Cayuga,New York,"$24,702 ","79,767","31,311"
170,Victoria,Texas,"$24,700 ","88,068","32,072"
171,Montague,Texas,"$24,699 ","19,668","8,038"
172,Warren,Missouri,"$24,692 ","32,667","12,572"
173,Kootenai,Idaho,"$24,685 ","140,785","55,679"
174,Russell,Kansas,"$24,683 ","6,945","3,317"
175,Morris,Kansas,"$24,680 ","5,869","2,503"
176,Clinton,New York,"$24,676 ","81,865","31,901"
177,Lincoln,Wisconsin,"$24,669 ","28,650","12,513"
178,Norfolk City,Virginia,"$24,659 ","244,090","85,557"
179,Asotin,Washington,"$24,659 ","21,802","9,058"
180,Macoupin,Illinois,"$24,658 ","47,462","19,254"
181,Osceola,Iowa,"$24,653 ","6,335","2,676"
182,Dickey,North Dakota,"$24,644 ","5,264","2,178"
183,Merrick,Nebraska,"$24,639 ","7,802","3,316"
184,Hawaii County,Hawaii,"$24,635 ","187,044","64,909"
185,Chippewa,Wisconsin,"$24,628 ","62,676","24,456"
186,Custer,Nebraska,"$24,615 ","10,872","4,738"
187,Whitley,Indiana,"$24,613 ","33,274","13,094"
188,Polk,North Carolina,"$24,611 ","20,381","8,788"
189,Dickinson,Michigan,"$24,611 ","26,201","11,432"
190,Park,Montana,"$24,611 ","15,621","6,445"
191,Davison,South Dakota,"$24,597 ","19,622","8,471"
192,Madison,Nebraska,"$24,593 ","34,995","13,867"
193,Floyd,Iowa,"$24,590 ","16,177","7,007"
194,Dodge,Nebraska,"$24,588 ","36,675","15,221"
195,Prince of Wales-Hyder Census Area,Alaska,"$24,581 ","5,672","2,240"
196,Moffat,Colorado,"$24,577 ","13,447","5,062"
197,Wheeler,Oregon,"$24,575 ","1,292",625
198,Dodge,Wisconsin,"$24,573 ","88,598","33,173"
199,Autauga,Alabama,"$24,571 ","54,907","20,071"
200,Hartley,Texas,"$24,566 ","6,076","1,748"
201,Kimball,Nebraska,"$24,565 ","3,779","1,641"
202,Anderson,Tennessee,"$24,561 ","75,263","30,548"
203,Franklin County,Virginia,"$24,557 ","56,195","23,358"
204,Monona,Iowa,"$24,557 ","9,208","3,981"
205,Gage,Nebraska,"$24,555 ","22,055","9,133"
206,Grant,South Dakota,"$24,554 ","7,307","3,159"
207,Pennington,Minnesota,"$24,554 ","14,008","5,806"
208,Clay,Minnesota,"$24,550 ","59,638","22,463"
209,Nemaha,Kansas,"$24,550 ","10,149","4,117"
210,Ray,Missouri,"$24,549 ","23,290","8,735"
211,Winnebago,Iowa,"$24,547 ","10,732","4,591"
212,Haywood,North Carolina,"$24,536 ","58,951","26,608"
213,Carroll,Indiana,"$24,531 ","20,109","7,995"
214,Boyd,Kentucky,"$24,530 ","49,314","19,530"
215,Whiteside,Illinois,"$24,525 ","58,150","23,370"
216,Clark,Kentucky,"$24,524 ","35,608","14,498"
217,Mitchell,Iowa,"$24,518 ","10,739","4,389"
218,Hamilton,Iowa,"$24,510 ","15,486","6,395"
219,Hamilton,Kansas,"$24,510 ","2,645","1,076"
220,Monroe,Iowa,"$24,508 ","8,010","3,361"
221,Clay,Kansas,"$24,503 ","8,500","3,407"
222,Rock,Nebraska,"$24,501 ","1,436",666
223,Buffalo,Wisconsin,"$24,500 ","13,466","5,777"
224,Bay,Florida,"$24,498 ","170,704","67,561"
225,Flagler,Florida,"$24,497 ","97,301","35,647"
226,Cuming,Nebraska,"$24,496 ","9,095","3,822"
227,Dorchester,South Carolina,"$24,495 ","139,802","50,321"
228,Winnebago,Illinois,"$24,495 ","293,384","113,449"
229,Jackson,Iowa,"$24,493 ","19,737","8,479"
230,Jones,Georgia,"$24,485 ","28,650","10,384"
231,Susquehanna,Pennsylvania,"$24,477 ","42,948","17,163"
232,Scott,Illinois,"$24,471 ","5,288","2,113"
233,Shelby,Indiana,"$24,459 ","44,511","17,171"
234,Yates,New York,"$24,457 ","25,293","9,602"
235,Benton,Minnesota,"$24,453 ","38,756","15,359"
236,Stark,Ohio,"$24,453 ","375,348","150,003"
237,Wayne,Nebraska,"$24,448 ","9,499","3,401"
238,Androscoggin,Maine,"$24,442 ","107,634","44,006"
239,Georgetown,South Carolina,"$24,437 ","60,280","23,115"
240,White Pine,Nevada,"$24,435 ","10,023","3,357"
241,Prince George,Virginia,"$24,434 ","36,462","10,848"
242,Carlton,Minnesota,"$24,434 ","35,398","13,789"
243,Fergus,Montana,"$24,429 ","11,517","4,924"
244,Polk,Oregon,"$24,426 ","75,930","28,239"
245,Des Moines,Iowa,"$24,408 ","40,301","16,993"
246,Faulkner,Arkansas,"$24,401 ","115,928","42,413"
247,Jackson,Oregon,"$24,378 ","205,117","83,140"
248,Vanderburgh,Indiana,"$24,378 ","180,233","73,963"
249,Antrim,Michigan,"$24,370 ","23,504","9,731"
250,Pepin,Wisconsin,"$24,367 ","7,417","3,085"
251,Coos,New Hampshire,"$24,367 ","32,520","14,531"
252,St. Clair,Michigan,"$24,357 ","161,865","64,379"
253,Calcasieu,Louisiana,"$24,355 ","193,528","73,726"
254,Colorado County,Texas,"$24,348 ","20,776","8,079"
255,Morgan,Illinois,"$24,337 ","35,424","13,926"
256,Marshall,West Virginia,"$24,329 ","32,840","14,042"
257,Jack,Texas,"$24,325 ","9,012","2,972"
258,Sioux,Iowa,"$24,324 ","34,050","11,623"
259,Boise,Idaho,"$24,324 ","6,944","2,994"
260,Sherman,Oregon,"$24,314 ","1,865",827
261,Clark,Indiana,"$24,312 ","111,221","42,502"
262,Otsego,Michigan,"$24,312 ","24,127","9,818"
263,Bullitt,Kentucky,"$24,308 ","75,250","27,874"
264,Caddo,Louisiana,"$24,308 ","255,551","98,554"
265,Lavaca,Texas,"$24,299 ","19,351","7,711"
266,Jasper,Indiana,"$24,297 ","33,398","11,924"
267,Clark,Illinois,"$24,296 ","16,284","6,568"
268,Milwaukee,Wisconsin,"$24,295 ","950,527","379,637"
269,Ellis,Kansas,"$24,291 ","28,746","11,824"
270,Yamhill,Oregon,"$24,290 ","99,802","34,138"
271,Howard,Iowa,"$24,286 ","9,560","3,884"
272,Black Hawk,Iowa,"$24,273 ","131,468","52,276"
273,Louisa,Iowa,"$24,272 ","11,348","4,381"
274,Broadwater,Montana,"$24,270 ","5,666","2,421"
275,Wells,Indiana,"$24,269 ","27,707","10,904"
276,Guaynabo,Puerto Rico,"$24,264 ","97,924","32,913"
277,Craven,North Carolina,"$24,260 ","104,041","39,931"
278,Judith Basin,Montana,"$24,260 ","2,043",879
279,Rich,Utah,"$24,258 ","2,279",664
280,Gibson,Indiana,"$24,258 ","33,514","13,094"
281,Nez Perce,Idaho,"$24,257 ","39,458","16,019"
282,Bexar,Texas,"$24,253 ","1,753,238","604,698"
283,Ector,Texas,"$24,247 ","141,542","49,962"
284,Franklin,Mississippi,"$24,234 ","8,013","3,311"
285,Lane,Oregon,"$24,224 ","353,382","144,912"
286,Platte,Nebraska,"$24,219 ","32,350","12,477"
287,Adams,Illinois,"$24,217 ","67,152","26,912"
288,Marshall,South Dakota,"$24,205 ","4,657","1,683"
289,Webster,Iowa,"$24,203 ","37,626","15,458"
290,Wabaunsee,Kansas,"$24,199 ","7,050","2,693"
291,Adams,Colorado,"$24,195 ","452,030","152,803"
292,Wyoming County,Pennsylvania,"$24,195 ","28,177","10,992"
293,Erie,Pennsylvania,"$24,189 ","280,518","109,675"
294,Lake,Florida,"$24,183 ","300,926","117,250"
295,Warren,Pennsylvania,"$24,179 ","41,429","17,257"
296,Garfield,Oklahoma,"$24,177 ","60,956","23,508"
297,Rush,Kansas,"$24,175 ","3,233","1,529"
298,Jasper,Illinois,"$24,174 ","9,680","3,904"
299,Schuyler,New York,"$24,173 ","18,432","7,684"
300,Leon,Texas,"$24,170 ","16,802","6,349"
301,Paulding,Georgia,"$24,168 ","143,845","47,881"
302,Washington County,New York,"$24,168 ","63,237","24,499"
303,Berkeley,South Carolina,"$24,165 ","184,366","65,392"
304,Otsego,New York,"$24,165 ","62,029","24,078"
305,Alleghany,Virginia,"$24,162 ","16,240","6,773"
306,Anderson,Kentucky,"$24,161 ","21,575","8,323"
307,Mercer,Ohio,"$24,157 ","40,811","15,851"
308,Kane,Utah,"$24,154 ","7,176","3,077"
309,Campbell,South Dakota,"$24,152 ","1,435",679
310,Hardin,Kentucky,"$24,147 ","106,211","39,401"
311,Allegan,Michigan,"$24,140 ","111,742","41,794"
312,Chickasaw,Iowa,"$24,139 ","12,379","5,364"
313,Mercer,Kentucky,"$24,138 ","21,313","8,745"
314,Pipestone,Minnesota,"$24,137 ","9,470","3,924"
315,Holt,Missouri,"$24,127 ","4,771","2,218"
316,Marion,Indiana,"$24,124 ","912,242","360,072"
