rank,county,state,pc_income,pop,households
91,Calhoun,Mississippi,"$17,034 ","14,875","5,944"
92,Coffee,Georgia,"$17,031 ","42,841","14,497"
93,Colquitt,Georgia,"$17,025 ","45,781","15,918"
94,Athens,Ohio,"$17,019 ","64,811","22,181"
95,Baker,Georgia,"$17,019 ","3,410","1,374"
96,Macon,Tennessee,"$17,009 ","22,416","8,544"
97,Talbot,Georgia,"$16,993 ","6,689","2,682"
98,Yell,Arkansas,"$16,992 ","22,014","7,917"
99,Amite,Mississippi,"$16,977 ","13,061","5,212"
100,Edgecombe,North Carolina,"$16,971 ","56,049","21,021"
101,Piute,Utah,"$16,959 ","1,791",570
102,Adams,Washington,"$16,940 ","18,802","5,738"
103,Monroe,Arkansas,"$16,939 ","8,002","3,393"
104,Brantley,Georgia,"$16,938 ","18,409","6,550"
105,Poinsett,Arkansas,"$16,919 ","24,403","9,369"
106,Carroll,Mississippi,"$16,897 ","10,501","3,757"
107,Roosevelt,Montana,"$16,888 ","10,665","3,264"
108,Pemiscot,Missouri,"$16,881 ","18,160","6,941"
109,Clay,Tennessee,"$16,867 ","7,816","3,281"
110,Shannon,Missouri,"$16,862 ","8,388","3,220"
111,Dixie,Florida,"$16,851 ","16,234","6,130"
112,Walthall,Mississippi,"$16,850 ","15,265","5,649"
113,Bee,Texas,"$16,848 ","32,281","8,539"
114,Holmes,Florida,"$16,845 ","19,864","6,808"
115,Dallas,Arkansas,"$16,838 ","8,045","3,269"
116,Terrell,Georgia,"$16,836 ","9,246","3,351"
117,Phillips,Arkansas,"$16,830 ","21,253","8,339"
118,Barbour,Alabama,"$16,829 ","27,321","9,200"
119,Macon,Alabama,"$16,826 ","20,803","8,107"
120,Campbell,Tennessee,"$16,812 ","40,553","15,959"
121,Johnson,Georgia,"$16,807 ","9,903","3,250"
122,Clinton,Kentucky,"$16,795 ","10,210","3,960"
123,Scott,Mississippi,"$16,789 ","28,255","9,692"
124,Winn,Louisiana,"$16,789 ","15,129","5,402"
125,Berrien,Georgia,"$16,784 ","19,174","7,040"
126,Leake,Mississippi,"$16,780 ","23,519","8,069"
127,Imperial,California,"$16,763 ","175,201","48,099"
128,Anson,North Carolina,"$16,752 ","26,569","9,686"
129,Somerset,Maryland,"$16,748 ","26,347","8,419"
130,Clay,West Virginia,"$16,740 ","9,352","3,435"
131,Searcy,Arkansas,"$16,731 ","8,101","3,296"
132,Sharp,Arkansas,"$16,714 ","17,203","7,023"
133,Kinney,Texas,"$16,700 ","3,589","1,195"
134,Morehouse,Louisiana,"$16,683 ","27,603","10,482"
135,Chickasaw,Mississippi,"$16,677 ","17,403","6,614"
136,Zapata,Texas,"$16,671 ","14,164","4,460"
137,Washington County,Mississippi,"$16,671 ","50,578","18,123"
138,Lee,Virginia,"$16,664 ","25,497","9,653"
139,Tyrrell,North Carolina,"$16,658 ","4,272","1,480"
140,Monroe,Kentucky,"$16,656 ","10,874","4,401"
141,DeKalb,Missouri,"$16,635 ","12,873","3,769"
142,Navajo,Arizona,"$16,626 ","107,326","34,343"
143,Prentiss,Mississippi,"$16,589 ","25,354","9,611"
144,Sussex,Virginia,"$16,546 ","12,007","3,704"
145,Escambia,Alabama,"$16,540 ","38,169","13,681"
146,Chicot,Arkansas,"$16,538 ","11,621","4,510"
147,Marion,South Carolina,"$16,531 ","32,695","12,049"
148,Lincoln,Idaho,"$16,530 ","5,221","1,617"
149,Okfuskee,Oklahoma,"$16,528 ","12,268","4,246"
150,Rockcastle,Kentucky,"$16,513 ","16,997","6,605"
151,Falls,Texas,"$16,486 ","17,719","5,600"
152,Johnson,Tennessee,"$16,470 ","18,158","6,921"
153,Bolivar,Mississippi,"$16,462 ","34,107","12,301"
154,Montgomery,Georgia,"$16,460 ","9,050","3,185"
155,Fentress,Tennessee,"$16,454 ","17,943","7,348"
156,Murray,Georgia,"$16,449 ","39,504","14,092"
157,Estill,Kentucky,"$16,435 ","14,601","5,829"
158,Concordia,Louisiana,"$16,431 ","20,652","7,642"
159,Leslie,Kentucky,"$16,424 ","11,220","4,206"
160,Ripley,Missouri,"$16,408 ","14,071","5,544"
161,Douglas,Missouri,"$16,404 ","13,647","5,178"
162,Wayne,Kentucky,"$16,396 ","20,797","8,083"
163,Greensville,Virginia,"$16,380 ","12,078","3,389"
164,Bath,Kentucky,"$16,367 ","11,732","4,447"
165,Cedar,Missouri,"$16,362 ","13,903","5,970"
166,Malheur,Oregon,"$16,352 ","30,898","10,136"
167,Oregon County,Missouri,"$16,331 ","10,935","4,572"
168,Walker,Texas,"$16,330 ","68,110","20,558"
169,Hamilton,Florida,"$16,295 ","14,655","4,657"
170,Bennett,South Dakota,"$16,275 ","3,431","1,059"
171,Liberty,Florida,"$16,266 ","8,308","2,305"
172,Harlan,Kentucky,"$16,257 ","29,012","11,343"
173,Morgan,Kentucky,"$16,233 ","13,657","4,697"
174,Culberson,Texas,"$16,227 ","2,345",838
175,Jefferson Davis,Mississippi,"$16,216 ","12,248","4,895"
176,Lake,Michigan,"$16,202 ","11,485","4,096"
177,Radford City,Virginia,"$16,181 ","16,705","5,516"
178,Garza,Texas,"$16,175 ","6,356","1,588"
179,Presidio,Texas,"$16,175 ","7,579","2,616"
180,Burke,Georgia,"$16,171 ","23,223","7,881"
181,Hendry,Florida,"$16,133 ","38,346","11,223"
182,Lewis,Kentucky,"$16,132 ","13,859","5,003"
183,Cibola,New Mexico,"$16,129 ","27,296","8,016"
184,Luna,New Mexico,"$16,114 ","25,001","8,862"
185,Brunswick,Virginia,"$16,060 ","17,220","5,826"
186,Chattooga,Georgia,"$16,045 ","25,670","9,457"
187,Sevier,Arkansas,"$16,021 ","17,137","5,745"
188,Glades,Florida,"$16,011 ","13,080","3,843"
189,Lawrence,Arkansas,"$15,971 ","17,227","6,580"
190,Whitley,Kentucky,"$15,960 ","35,718","13,172"
191,Atkinson,Georgia,"$15,958 ","8,332","2,758"
192,Owyhee,Idaho,"$15,945 ","11,474","3,911"
193,Menifee,Kentucky,"$15,942 ","6,334","2,379"
194,Mitchell,Texas,"$15,936 ","9,388","2,748"
195,Jackson,Kentucky,"$15,880 ","13,418","5,712"
196,Frio,Texas,"$15,863 ","17,522","4,805"
197,Echols,Georgia,"$15,861 ","4,053","1,382"
198,Mellette,South Dakota,"$15,760 ","2,072",698
199,Lauderdale,Tennessee,"$15,758 ","27,794","9,686"
200,Monroe,Alabama,"$15,749 ","22,778","8,333"
201,Bledsoe,Tennessee,"$15,747 ","12,853","4,556"
202,Sharkey,Mississippi,"$15,744 ","4,889","1,725"
203,Coahoma,Mississippi,"$15,742 ","25,815","9,464"
204,Grady,Georgia,"$15,734 ","25,143","9,290"
205,Big Horn,Montana,"$15,695 ","12,939","3,444"
206,Mitchell,Georgia,"$15,694 ","23,340","8,131"
207,Grundy,Tennessee,"$15,683 ","13,657","5,359"
208,Scotland,North Carolina,"$15,679 ","36,201","13,047"
209,Jackson,Arkansas,"$15,609 ","17,809","6,541"
210,Conecuh,Alabama,"$15,605 ","13,104","4,994"
211,Glacier,Montana,"$15,604 ","13,528","4,194"
212,Casey,Kentucky,"$15,603 ","16,006","6,050"
213,Dewey,South Dakota,"$15,558 ","5,419","1,687"
214,Mississippi County,Missouri,"$15,558 ","14,271","5,227"
215,Tunica,Mississippi,"$15,549 ","10,660","4,116"
216,Madison,Florida,"$15,538 ","19,070","6,739"
217,Martin,Kentucky,"$15,525 ","12,835","4,449"
218,Montgomery,Mississippi,"$15,523 ","10,754","4,229"
219,St. Francis,Arkansas,"$15,511 ","27,914","9,358"
220,Rolette,North Dakota,"$15,502 ","14,176","4,750"
221,Sioux,North Dakota,"$15,478 ","4,258","1,116"
222,San Juan,Utah,"$15,476 ","14,795","4,216"
223,Reeves,Texas,"$15,467 ","13,775","3,542"
224,Hardee,Florida,"$15,366 ","27,336","7,463"
225,Robeson,North Carolina,"$15,343 ","134,535","45,154"
226,Tattnall,Georgia,"$15,280 ","25,343","7,885"
227,Powell,Kentucky,"$15,174 ","12,582","4,730"
228,Kenedy,Texas,"$15,157 ",524,159
229,Madison,Idaho,"$15,133 ","37,542","10,323"
230,Madison,Texas,"$15,131 ","13,689","3,743"
231,Magoffin,Kentucky,"$15,118 ","13,179","4,931"
232,Adair,Oklahoma,"$15,116 ","22,427","8,046"
233,Bell,Kentucky,"$15,091 ","28,409","11,109"
234,DeSoto,Florida,"$15,088 ","34,651","10,622"
235,Bent,Colorado,"$15,081 ","6,141","1,873"
236,Lincoln,Arkansas,"$15,023 ","14,148","4,188"
237,Dillon,South Carolina,"$14,988 ","31,661","11,744"
238,Hardeman,Tennessee,"$14,975 ","26,897","8,690"
239,Greene,Alabama,"$14,930 ","8,934","3,264"
240,Calhoun,Georgia,"$14,868 ","6,592","1,804"
241,Williamsburg,South Carolina,"$14,845 ","33,944","11,621"
242,Jones,Texas,"$14,827 ","20,079","5,641"
243,Lexington City,Virginia,"$14,763 ","7,026","1,709"
244,Jefferson,Georgia,"$14,757 ","16,696","6,220"
245,Wright,Missouri,"$14,752 ","18,643","7,295"
246,Lee,South Carolina,"$14,740 ","18,890","6,737"
247,Menominee,Wisconsin,"$14,710 ","4,292","1,220"
248,Cameron,Texas,"$14,710 ","410,710","117,836"
249,Breathitt,Kentucky,"$14,706 ","13,776","5,290"
250,Calhoun,Florida,"$14,675 ","14,700","4,696"
251,Marlboro,South Carolina,"$14,577 ","28,542","9,779"
252,Webb,Texas,"$14,553 ","254,829","67,372"
253,Dooly,Georgia,"$14,510 ","14,554","5,133"
254,Greene,Mississippi,"$14,463 ","14,337","4,117"
255,Taliaferro,Georgia,"$14,381 ","1,766",704
256,Knox,Kentucky,"$14,367 ","31,865","12,350"
257,Brooks,Texas,"$14,345 ","7,225","2,439"
258,Hancock,Tennessee,"$14,326 ","6,737","2,835"
259,Leflore,Mississippi,"$14,307 ","31,993","10,887"
260,Yazoo,Mississippi,"$14,291 ","28,122","8,710"
261,Corson,South Dakota,"$14,262 ","4,078","1,185"
262,Hidalgo,Texas,"$14,222 ","790,646","217,691"
263,Ben Hill,Georgia,"$14,204 ","17,576","6,110"
264,Quitman,Georgia,"$14,201 ","2,396",932
265,Guadalupe,New Mexico,"$14,198 ","4,626","1,260"
266,Wolfe,Kentucky,"$14,157 ","7,299","2,779"
267,Sumter,Alabama,"$14,156 ","13,552","5,060"
268,Lawrence,Illinois,"$14,147 ","16,702","4,872"
269,Hudspeth,Texas,"$14,142 ","3,394","1,096"
270,McDowell,West Virginia,"$14,093 ","21,651","8,229"
271,Elliott,Kentucky,"$14,040 ","7,784","2,618"
272,Lee,Kentucky,"$13,969 ","7,554","2,951"
273,Quitman,Mississippi,"$13,954 ","8,028","3,114"
274,Macon,Georgia,"$13,865 ","14,455","4,887"
275,Kemper,Mississippi,"$13,795 ","10,383","3,605"
276,Issaquena,Mississippi,"$13,731 ","1,383",461
277,Perry,Alabama,"$13,716 ","10,390","3,400"
278,Maverick,Texas,"$13,668 ","54,880","15,714"
279,Forest,Pennsylvania,"$13,646 ","7,696","2,001"
280,Alexander,Illinois,"$13,619 ","7,980","2,860"
281,Owsley,Kentucky,"$13,611 ","4,738","1,721"
282,Union,Florida,"$13,590 ","15,307","3,807"
283,Madison,Louisiana,"$13,585 ","12,049","4,068"
284,Clay,Kentucky,"$13,542 ","21,633","7,317"
285,Wilcox,Alabama,"$13,379 ","11,531","3,866"
286,Allendale,South Carolina,"$13,334 ","10,214","3,424"
287,La Salle,Texas,"$13,307 ","6,921","1,864"
288,Stewart,Georgia,"$13,238 ","6,007","1,851"
289,Wilcox,Georgia,"$13,228 ","9,110","2,705"
290,Clay,Georgia,"$12,982 ","3,133","1,235"
291,Humphreys,Mississippi,"$12,874 ","9,258","3,107"
292,Zavala,Texas,"$12,828 ","11,849","3,654"
293,Noxubee,Mississippi,"$12,780 ","11,358","4,194"
294,Tallahatchie,Mississippi,"$12,747 ","15,231","4,640"
295,Jefferson,Mississippi,"$12,723 ","7,690","2,520"
296,Apache,Arizona,"$12,709 ","71,978","19,055"
297,McKinley,New Mexico,"$12,679 ","72,373","17,427"
298,Sunflower,Mississippi,"$12,588 ","28,722","8,394"
299,Lee,Arkansas,"$12,529 ","10,267","3,491"
300,Telfair,Georgia,"$12,489 ","16,391","5,567"
301,Hancock,Georgia,"$12,381 ","9,233","2,742"
302,Ziebach,South Dakota,"$12,339 ","2,821",803
303,Claiborne,Mississippi,"$12,177 ","9,553","3,190"
304,Holmes,Mississippi,"$12,113 ","18,931","6,511"
305,East Carroll,Louisiana,"$12,055 ","7,674","2,488"
306,Lake,Tennessee,"$12,042 ","7,773","2,201"
307,McCreary,Kentucky,"$11,818 ","18,163","6,312"
308,Starr,Texas,"$11,584 ","61,351","15,949"
309,Buffalo,South Dakota,"$11,405 ","1,966",542
310,Willacy,Texas,"$11,313 ","22,039","5,499"
311,Kusilvak Census Area,Alaska,"$11,210 ","7,678","1,744"
312,Todd,South Dakota,"$10,575 ","9,783","2,680"
313,Wheeler,Georgia,"$8,948 ","7,746","2,096"
314,Oglala Lakota,South Dakota,"$8,768 ","13,829","2,867"
