rank,county,state,pc_income,pop,households
57,Dallas,Texas,"$26,816 ","2,412,481","858,332"
58,Bernalillo,New Mexico,"$26,814 ","667,092","263,135"
59,Butler,Ohio,"$26,813 ","369,650","134,612"
60,Smith,Kansas,"$26,811 ","3,790","1,726"
61,Niobrara,Wyoming,"$26,797 ","2,495","1,045"
62,Blanco,Texas,"$26,781 ","10,562","4,036"
63,Howard,Nebraska,"$26,770 ","6,308","2,576"
64,Lincoln,Minnesota,"$26,767 ","5,854","2,485"
65,Baldwin,Alabama,"$26,766 ","187,114","73,283"
66,Jones,Iowa,"$26,762 ","20,637","8,063"
67,Coweta,Georgia,"$26,757 ","129,397","46,912"
68,St. Charles,Louisiana,"$26,756 ","52,627","18,547"
69,Macomb,Michigan,"$26,748 ","845,197","332,818"
70,Humboldt,Iowa,"$26,746 ","9,776","4,222"
71,Sacramento,California,"$26,739 ","1,435,207","517,243"
72,Benton,Oregon,"$26,738 ","85,989","33,384"
73,Glynn,Georgia,"$26,724 ","80,280","31,547"
74,Berks,Pennsylvania,"$26,723 ","412,078","153,897"
75,Licking,Ohio,"$26,716 ","167,065","64,009"
76,Hamilton,Nebraska,"$26,715 ","9,090","3,488"
77,Benton,Arkansas,"$26,715 ","227,439","82,150"
78,Garden,Nebraska,"$26,715 ","1,966",836
79,Bureau,Illinois,"$26,705 ","34,594","13,998"
80,DeWitt,Illinois,"$26,704 ","16,511","6,802"
81,Mesa,Colorado,"$26,700 ","147,432","58,598"
82,Pickens,Georgia,"$26,686 ","29,486","11,083"
83,Nicollet,Minnesota,"$26,674 ","32,849","12,192"
84,Spencer,Kentucky,"$26,666 ","17,303","6,230"
85,Grant,Minnesota,"$26,665 ","5,990","2,580"
86,Salem City,Virginia,"$26,661 ","24,950","9,908"
87,Kauai,Hawaii,"$26,658 ","67,872","22,390"
88,Greenville,South Carolina,"$26,643 ","459,857","175,149"
89,Ogle,Illinois,"$26,635 ","53,092","20,745"
90,Reagan,Texas,"$26,633 ","3,441","1,178"
91,Iowa County,Wisconsin,"$26,625 ","23,709","9,610"
92,Benton,Iowa,"$26,624 ","25,971","10,079"
93,Mercer,Illinois,"$26,620 ","16,325","6,716"
94,Ottawa,Kansas,"$26,614 ","6,078","2,408"
95,Garfield,Colorado,"$26,603 ","56,687","20,163"
96,Jerauld,South Dakota,"$26,590 ","2,055",882
97,Schoharie,New York,"$26,584 ","32,404","12,820"
98,Eaton,Michigan,"$26,582 ","107,920","43,362"
99,Essex,New York,"$26,582 ","39,181","15,919"
100,Clay,Florida,"$26,577 ","192,665","67,805"
101,Brown,Minnesota,"$26,576 ","25,643","10,820"
102,Cedar,Iowa,"$26,567 ","18,452","7,665"
103,Oklahoma County,Oklahoma,"$26,561 ","732,118","285,320"
104,York,South Carolina,"$26,553 ","230,934","86,483"
105,Hot Springs,Wyoming,"$26,544 ","4,825","2,238"
106,Forsyth,North Carolina,"$26,541 ","354,656","140,439"
107,Aleutians East,Alaska,"$26,535 ","3,141",435
108,Washington County,Maryland,"$26,532 ","148,435","55,960"
109,Whatcom,Washington,"$26,530 ","203,211","79,314"
110,Crow Wing,Minnesota,"$26,527 ","62,742","26,963"
111,Panola,Texas,"$26,525 ","23,877","8,873"
112,Humboldt,Nevada,"$26,515 ","16,800","6,314"
113,Kenosha,Wisconsin,"$26,514 ","166,874","62,560"
114,McCook,South Dakota,"$26,505 ","5,605","2,186"
115,Orleans,Louisiana,"$26,500 ","357,013","148,398"
116,Lancaster,Pennsylvania,"$26,496 ","523,306","194,082"
117,Queens,New York,"$26,495 ","2,256,400","778,630"
118,Martin,Minnesota,"$26,472 ","20,634","8,797"
119,Iredell,North Carolina,"$26,467 ","161,297","59,468"
120,Guilford,North Carolina,"$26,461 ","495,326","196,463"
121,Washington County,Iowa,"$26,459 ","21,834","8,948"
122,Rock Island,Illinois,"$26,455 ","147,477","60,456"
123,Houston,Minnesota,"$26,450 ","18,915","7,809"
124,Coke,Texas,"$26,407 ","3,271","1,436"
125,Otter Tail,Minnesota,"$26,400 ","57,369","24,356"
126,Dorchester,Maryland,"$26,388 ","32,617","13,386"
127,Shelby,Iowa,"$26,387 ","12,088","5,083"
128,Minnehaha,South Dakota,"$26,380 ","173,108","67,623"
129,Highland County,Virginia,"$26,372 ","2,276","1,006"
130,Grant,Kansas,"$26,370 ","7,869","2,793"
131,Fond du Lac,Wisconsin,"$26,368 ","101,666","41,267"
132,Lee,Georgia,"$26,357 ","28,631","9,773"
133,Sac,Iowa,"$26,350 ","10,227","4,435"
134,Lamar,Mississippi,"$26,345 ","56,763","21,678"
135,Douglas,Kansas,"$26,342 ","112,210","43,398"
136,Platte,Wyoming,"$26,335 ","8,701","3,642"
137,Kerr,Texas,"$26,334 ","49,696","20,357"
138,Cherokee,Iowa,"$26,330 ","12,013","5,354"
139,Wood,Ohio,"$26,326 ","127,325","49,086"
140,Washington County,Illinois,"$26,325 ","14,626","5,882"
141,Putnam,Georgia,"$26,321 ","21,241","8,457"
142,Davie,North Carolina,"$26,319 ","41,339","16,234"
143,Osborne,Kansas,"$26,313 ","3,846","1,727"
144,Providence,Rhode Island,"$26,308 ","627,469","237,800"
145,Charlotte,Florida,"$26,286 ","161,276","70,545"
146,Jefferson,Kansas,"$26,280 ","18,971","7,421"
147,Granite,Montana,"$26,277 ","3,105","1,473"
148,Morgan,Utah,"$26,274 ","9,692","2,860"
149,Scott,Kansas,"$26,274 ","4,930","2,121"
150,Columbia,Oregon,"$26,271 ","49,333","19,069"
151,La Crosse,Wisconsin,"$26,271 ","115,420","45,949"
152,Berkeley,West Virginia,"$26,264 ","105,812","40,447"
153,Carson City,Nevada,"$26,264 ","54,821","21,186"
154,Delaware County,Iowa,"$26,261 ","17,665","7,129"
155,Beaver,Pennsylvania,"$26,258 ","170,382","70,867"
156,Dubuque,Iowa,"$26,254 ","94,411","37,366"
157,Vilas,Wisconsin,"$26,252 ","21,401","10,636"
158,Franklin,Kentucky,"$26,243 ","49,390","21,058"
159,St. Clair,Illinois,"$26,234 ","268,939","102,885"
160,Gove,Kansas,"$26,233 ","2,835","1,201"
161,Macon,Illinois,"$26,232 ","110,262","45,142"
162,Barber,Kansas,"$26,229 ","4,898","2,187"
163,Linn,Kansas,"$26,224 ","9,580","4,234"
164,Clark,Nevada,"$26,217 ","1,976,925","710,058"
165,Pratt,Kansas,"$26,209 ","9,730","4,074"
166,Rutland,Vermont,"$26,205 ","61,270","25,754"
167,Greene,Iowa,"$26,205 ","9,255","3,969"
168,Charles City County,Virginia,"$26,198 ","7,205","2,850"
169,Leon,Florida,"$26,196 ","278,624","110,377"
170,Hyde,South Dakota,"$26,195 ","1,387",549
171,Lincoln,Nebraska,"$26,188 ","36,128","15,067"
172,Worth,Iowa,"$26,187 ","7,562","3,197"
173,Guadalupe,Texas,"$26,184 ","135,940","46,409"
174,Harrison,Iowa,"$26,184 ","14,729","5,996"
175,Potter,South Dakota,"$26,180 ","2,323","1,051"
176,Cole,Missouri,"$26,160 ","76,228","29,302"
177,Buncombe,North Carolina,"$26,159 ","241,801","100,838"
178,Duval,Florida,"$26,143 ","872,598","330,897"
179,Hancock,Ohio,"$26,139 ","75,239","30,610"
180,Ransom,North Dakota,"$26,137 ","5,472","2,283"
181,Erie,Ohio,"$26,135 ","76,634","31,972"
182,Ohio County,West Virginia,"$26,135 ","44,156","18,553"
183,Sheboygan,Wisconsin,"$26,126 ","115,235","46,312"
184,Dawson,Montana,"$26,126 ","9,132","3,885"
185,Golden Valley,North Dakota,"$26,113 ","1,698",754
186,Hutchinson,South Dakota,"$26,110 ","7,239","2,937"
187,Beaver,Oklahoma,"$26,109 ","5,605","2,108"
188,Salt Lake,Utah,"$26,103 ","1,048,314","344,089"
189,Franklin,Iowa,"$26,102 ","10,623","4,358"
190,Franklin,Nebraska,"$26,095 ","3,181","1,398"
191,Stearns,Minnesota,"$26,065 ","151,053","56,737"
192,Renville,Minnesota,"$26,062 ","15,499","6,400"
193,Jackson,Missouri,"$26,062 ","675,641","271,545"
194,Winchester City,Virginia,"$26,060 ","26,587","10,393"
195,Nelson,Virginia,"$26,059 ","14,940","6,404"
196,Shawnee,Kansas,"$26,057 ","178,378","72,584"
197,Perry,Pennsylvania,"$26,048 ","45,808","18,173"
198,Koochiching,Minnesota,"$26,045 ","13,251","6,134"
199,Davis,Utah,"$26,035 ","311,886","95,238"
200,Lorain,Ohio,"$26,030 ","301,720","116,705"
201,Lyon,Minnesota,"$26,028 ","25,703","10,083"
202,Hand,South Dakota,"$26,027 ","3,433","1,429"
203,Woods,Oklahoma,"$26,022 ","8,849","3,439"
204,Big Stone,Minnesota,"$26,019 ","5,209","2,347"
205,Chippewa,Minnesota,"$25,993 ","12,272","5,093"
206,Niagara,New York,"$25,991 ","215,465","88,376"
207,Sauk,Wisconsin,"$25,988 ","62,353","25,206"
208,Story,Iowa,"$25,986 ","90,750","35,196"
209,Marshall,Illinois,"$25,975 ","12,454","5,021"
210,Clinton,Iowa,"$25,966 ","48,896","20,008"
211,Saline,Arkansas,"$25,962 ","109,844","41,287"
212,Wood,Wisconsin,"$25,961 ","74,469","32,037"
213,McCracken,Kentucky,"$25,957 ","65,610","27,037"
214,Waupaca,Wisconsin,"$25,956 ","52,300","21,388"
215,Carbon,Wyoming,"$25,947 ","15,809","6,077"
216,St. Louis County,Minnesota,"$25,946 ","200,327","85,238"
217,Tuolumne,California,"$25,943 ","54,728","22,025"
218,Oconto,Wisconsin,"$25,941 ","37,531","15,701"
219,Monroe,Michigan,"$25,939 ","151,408","58,702"
220,Jackson,Colorado,"$25,936 ","1,371",648
221,Morgan,Georgia,"$25,933 ","17,870","6,513"
222,Gwinnett,Georgia,"$25,932 ","825,911","266,952"
223,Garfield,Montana,"$25,921 ","1,145",465
224,Walworth,South Dakota,"$25,915 ","5,477","2,342"
225,San Benito,California,"$25,914 ","56,115","16,995"
226,Henderson,Illinois,"$25,902 ","7,186","3,202"
227,Wheeler,Nebraska,"$25,898 ",869,379
228,Chelan,Washington,"$25,893 ","73,047","27,220"
229,Kent,Michigan,"$25,889 ","609,544","229,373"
230,Boone,Illinois,"$25,888 ","54,068","17,938"
231,Austin,Texas,"$25,884 ","28,573","10,615"
232,Ida,Iowa,"$25,869 ","7,099","3,182"
233,Clay,Texas,"$25,867 ","10,651","4,216"
234,Clallam,Washington,"$25,865 ","71,731","30,814"
235,Otoe,Nebraska,"$25,855 ","15,727","6,438"
236,Currituck,North Carolina,"$25,854 ","23,880","9,121"
237,Pottawattamie,Iowa,"$25,847 ","92,962","36,460"
238,Monongalia,West Virginia,"$25,846 ","98,483","36,449"
239,Walton,Florida,"$25,845 ","56,590","22,639"
240,Lincoln,Wyoming,"$25,834 ","18,100","6,245"
241,Brown,Indiana,"$25,833 ","15,128","5,889"
242,Wright,Iowa,"$25,827 ","13,092","5,367"
243,Manitowoc,Wisconsin,"$25,825 ","81,098","34,067"
244,Sanborn,South Dakota,"$25,823 ","2,348","1,051"
245,Hampden,Massachusetts,"$25,817 ","465,144","177,990"
246,Lincoln,Washington,"$25,816 ","10,481","4,457"
247,Hancock,Iowa,"$25,814 ","11,243","4,648"
248,Banner,Nebraska,"$25,814 ",816,330
249,Barton,Kansas,"$25,800 ","27,602","11,491"
250,Polk,Minnesota,"$25,790 ","31,522","12,663"
251,Flathead,Montana,"$25,790 ","91,536","36,901"
252,Sibley,Minnesota,"$25,789 ","15,146","6,090"
253,Valley,Idaho,"$25,785 ","9,698","3,519"
254,Morgan,Indiana,"$25,781 ","69,217","25,621"
255,Wasatch,Utah,"$25,777 ","24,542","7,602"
256,Edmunds,South Dakota,"$25,775 ","4,051","1,589"
257,Kingfisher,Oklahoma,"$25,773 ","15,069","5,733"
258,Kennebec,Maine,"$25,770 ","121,757","51,719"
259,Calhoun,Iowa,"$25,766 ","9,952","4,356"
260,Missoula,Montana,"$25,764 ","110,243","45,523"
261,Richland,South Carolina,"$25,763 ","389,708","143,874"
262,Custer,Colorado,"$25,761 ","4,245","2,048"
263,Kalamazoo,Michigan,"$25,757 ","252,763","100,072"
264,Haakon,South Dakota,"$25,754 ","1,944",807
265,Polk,Wisconsin,"$25,751 ","43,905","18,266"
266,Perkins,South Dakota,"$25,751 ","2,943","1,364"
267,Swift,Minnesota,"$25,750 ","9,678","4,315"
268,Plaquemines,Louisiana,"$25,748 ","23,385","8,615"
269,Franklin,Pennsylvania,"$25,741 ","150,594","58,273"
270,Cedar,Nebraska,"$25,738 ","8,790","3,529"
271,Saint John,U.S. Virgin Islands,"$25,730 ","4,170","1,894"
272,Waseca,Minnesota,"$25,723 ","19,046","7,328"
273,Caroline,Virginia,"$25,718 ","28,757","10,680"
274,Champaign,Illinois,"$25,713 ","202,428","79,137"
275,LaSalle,Illinois,"$25,709 ","113,295","44,257"
276,Greene,New York,"$25,700 ","48,928","18,365"
277,Harding,New Mexico,"$25,686 ",687,261
278,Valley,Montana,"$25,685 ","7,465","3,248"
279,Clatsop,Oregon,"$25,680 ","37,157","15,749"
280,Henderson,North Carolina,"$25,670 ","107,583","45,246"
281,Freeborn,Minnesota,"$25,668 ","31,129","13,230"
282,Meeker,Minnesota,"$25,665 ","23,197","9,288"
283,Wise,Texas,"$25,663 ","59,894","20,487"
284,Ellis,Texas,"$25,662 ","152,020","51,016"
285,Spokane,Washington,"$25,661 ","473,832","187,572"
286,Roseau,Minnesota,"$25,650 ","15,587","6,402"
287,Redwood,Minnesota,"$25,649 ","15,942","6,507"
288,Rockbridge,Virginia,"$25,638 ","22,345","9,234"
289,Jessamine,Kentucky,"$25,637 ","49,112","18,012"
290,Watonwan,Minnesota,"$25,635 ","11,173","4,445"
291,Smith,Texas,"$25,626 ","212,227","78,459"
292,Jefferson,Wisconsin,"$25,625 ","83,985","32,137"
293,Camden,North Carolina,"$25,620 ","10,037","3,580"
294,Logan,Oklahoma,"$25,620 ","42,871","14,927"
295,Sedgwick,Kansas,"$25,603 ","500,768","192,651"
296,Newton,Indiana,"$25,594 ","14,151","5,374"
297,Lackawanna,Pennsylvania,"$25,594 ","214,275","85,769"
298,Boone,Nebraska,"$25,590 ","5,441","2,242"
299,Dubois,Indiana,"$25,589 ","42,103","15,890"
300,Codington,South Dakota,"$25,582 ","27,439","11,566"
301,Adams,Nebraska,"$25,571 ","31,367","12,578"
302,Adair,Iowa,"$25,564 ","7,588","3,295"
303,Hardin,Texas,"$25,559 ","54,945","20,633"
304,Pocahontas,Iowa,"$25,556 ","7,243","3,227"
305,Lincoln,North Carolina,"$25,550 ","78,761","29,994"
306,Shelby,Tennessee,"$25,549 ","932,919","343,517"
307,Centre,Pennsylvania,"$25,545 ","154,460","57,197"
308,Gray,Kansas,"$25,537 ","6,012","2,066"
309,Republic,Kansas,"$25,531 ","4,919","2,274"
310,Alpine,California,"$25,527 ","1,165",394
311,Trigg,Kentucky,"$25,527 ","14,289","5,935"
312,Liberty,Montana,"$25,522 ","2,357",847
313,Augusta,Virginia,"$25,519 ","73,726","27,999"
314,Uinta,Wyoming,"$25,513 ","21,040","7,290"
315,Monroe,Pennsylvania,"$25,494 ","168,947","58,875"
