rank,county,state,pc_income,pop,households
66,Henry,Indiana,"$20,309 ","49,275","18,367"
67,Grimes,Texas,"$20,307 ","26,663","8,848"
68,Missaukee,Michigan,"$20,305 ","14,940","5,891"
69,Kern,California,"$20,295 ","848,204","255,271"
70,Monroe,West Virginia,"$20,294 ","13,512","5,648"
71,Independence,Arkansas,"$20,289 ","36,786","14,544"
72,Gonzales,Texas,"$20,288 ","19,920","6,638"
73,Meagher,Montana,"$20,288 ","1,905",716
74,Clark,Missouri,"$20,279 ","7,035","2,749"
75,Polk,Tennessee,"$20,274 ","16,723","6,740"
76,Nome Census Area,Alaska,"$20,271 ","9,695","2,797"
77,Kalkaska,Michigan,"$20,258 ","17,142","7,035"
78,Yancey,North Carolina,"$20,257 ","17,724","7,278"
79,Fairfield,South Carolina,"$20,257 ","23,589","9,408"
80,Clearwater,Idaho,"$20,256 ","8,638","3,545"
81,Jasper,Texas,"$20,254 ","35,797","13,095"
82,Gem,Idaho,"$20,250 ","16,722","6,323"
83,Childress,Texas,"$20,248 ","7,057","2,374"
84,Pecos,Texas,"$20,245 ","15,590","4,588"
85,Blaine,Oklahoma,"$20,242 ","10,198","3,815"
86,Runnels,Texas,"$20,235 ","10,439","3,818"
87,Banks,Georgia,"$20,231 ","18,333","6,772"
88,Taney,Missouri,"$20,231 ","52,412","20,698"
89,Surry,North Carolina,"$20,219 ","73,486","29,967"
90,George,Mississippi,"$20,217 ","22,757","7,842"
91,Fresno,California,"$20,208 ","939,605","289,811"
92,Ionia,Michigan,"$20,206 ","63,909","22,152"
93,Etowah,Alabama,"$20,204 ","104,260","40,217"
94,Foard,Texas,"$20,202 ","1,133",491
95,Oktibbeha,Mississippi,"$20,202 ","48,198","18,176"
96,Geneva,Alabama,"$20,199 ","26,791","10,945"
97,Benewah,Idaho,"$20,198 ","9,186","3,888"
98,Atascosa,Texas,"$20,193 ","45,714","15,095"
99,Grant,West Virginia,"$20,193 ","11,869","4,449"
100,Lawrence,Alabama,"$20,181 ","34,009","13,382"
101,Duval,Texas,"$20,181 ","11,740","3,901"
102,Gilchrist,Florida,"$20,180 ","16,917","6,240"
103,Dakota,Nebraska,"$20,179 ","20,920","7,309"
104,Mercer,Missouri,"$20,178 ","3,749","1,575"
105,Adams,Indiana,"$20,160 ","34,424","12,127"
106,Covington City,Virginia,"$20,160 ","5,880","2,545"
107,Sterling,Texas,"$20,157 ","1,358",458
108,Bleckley,Georgia,"$20,156 ","12,961","3,955"
109,Carbon,Utah,"$20,155 ","21,227","7,764"
110,Unicoi,Tennessee,"$20,152 ","18,254","7,601"
111,Delta,Texas,"$20,150 ","5,237","1,929"
112,Dawson,Nebraska,"$20,142 ","24,256","8,774"
113,Emery,Utah,"$20,137 ","10,895","3,598"
114,Hardin,Tennessee,"$20,127 ","26,011","9,934"
115,Jennings,Indiana,"$20,109 ","28,324","10,632"
116,Darlington,South Carolina,"$20,105 ","68,346","26,609"
117,Jones,North Carolina,"$20,105 ","10,194","4,151"
118,Cass,Texas,"$20,104 ","30,344","11,836"
119,Cache,Utah,"$20,074 ","114,181","35,375"
120,Highlands,Florida,"$20,072 ","98,275","39,931"
121,Pike,Ohio,"$20,071 ","28,587","10,859"
122,Cleveland,North Carolina,"$20,062 ","97,670","37,760"
123,Mecklenburg,Virginia,"$20,056 ","32,274","12,650"
124,Macon,Missouri,"$20,054 ","15,545","6,389"
125,Ferry,Washington,"$20,052 ","7,623","2,951"
126,Morris,Texas,"$20,045 ","12,869","4,949"
127,Chattahoochee,Georgia,"$20,042 ","12,193","2,613"
128,McDonough,Illinois,"$20,042 ","32,549","12,620"
129,Conway,Arkansas,"$20,040 ","21,235","8,154"
130,Arenac,Michigan,"$20,039 ","15,753","6,363"
131,Dade,Missouri,"$20,034 ","7,734","3,175"
132,Clark,Idaho,"$20,032 ",751,304
133,Switzerland,Indiana,"$20,019 ","10,534","4,099"
134,Rio Arriba,New Mexico,"$20,014 ","40,218","14,783"
135,Ashtabula,Ohio,"$20,011 ","100,835","38,952"
136,Muhlenberg,Kentucky,"$20,008 ","31,427","11,869"
137,Pierce,Georgia,"$20,001 ","18,774","6,970"
138,Giles,Tennessee,"$19,998 ","29,214","11,766"
139,Ford,Kansas,"$19,994 ","34,217","11,103"
140,McLean,Kentucky,"$19,984 ","9,524","3,770"
141,Thomas,Georgia,"$19,983 ","44,692","17,377"
142,Concho,Texas,"$19,976 ","4,070",857
143,Millard,Utah,"$19,972 ","12,543","4,101"
144,Catahoula,Louisiana,"$19,970 ","10,332","3,767"
145,Grant,Nebraska,"$19,968 ",614,246
146,Johnston,Oklahoma,"$19,967 ","10,982","4,248"
147,Howard,Texas,"$19,965 ","35,297","11,010"
148,Webster,Missouri,"$19,955 ","36,274","12,668"
149,Branch,Michigan,"$19,947 ","44,398","15,862"
150,Madison,Georgia,"$19,939 ","28,044","9,732"
151,Lassen,California,"$19,931 ","34,018","9,945"
152,Wilson,Kansas,"$19,929 ","9,269","3,791"
153,Laurel,Kentucky,"$19,923 ","59,178","22,931"
154,Pope,Arkansas,"$19,918 ","62,248","22,603"
155,Montgomery,Illinois,"$19,917 ","29,878","11,192"
156,Love,Oklahoma,"$19,910 ","9,496","3,378"
157,Acadia,Louisiana,"$19,910 ","61,847","22,527"
158,Lewis,Idaho,"$19,910 ","3,851","1,660"
159,Madison,North Carolina,"$19,902 ","20,842","8,207"
160,Logan,West Virginia,"$19,901 ","36,442","14,699"
161,Martinsville City,Virginia,"$19,900 ","13,808","5,995"
162,Karnes,Texas,"$19,899 ","14,916","4,497"
163,Daviess,Missouri,"$19,890 ","8,347","3,151"
164,Little River,Arkansas,"$19,880 ","12,992","5,315"
165,Otero,New Mexico,"$19,880 ","64,767","23,945"
166,Boundary,Idaho,"$19,877 ","10,866","4,144"
167,Webster,Louisiana,"$19,871 ","41,039","15,980"
168,Muskogee,Oklahoma,"$19,868 ","70,657","26,802"
169,Pulaski,Illinois,"$19,867 ","6,035","2,419"
170,Potter,Texas,"$19,861 ","121,526","42,751"
171,Mineral,Montana,"$19,859 ","4,219","1,629"
172,Wayne,Utah,"$19,858 ","2,760",970
173,Baker,Florida,"$19,852 ","27,069","8,216"
174,Henry,Virginia,"$19,852 ","53,451","22,690"
175,Franklin,Florida,"$19,843 ","11,554","4,294"
176,Washington County,Kentucky,"$19,837 ","11,774","4,480"
177,Randolph,Alabama,"$19,830 ","22,819","9,013"
178,Grant,Kentucky,"$19,829 ","24,685","8,334"
179,Hardeman,Texas,"$19,829 ","4,087","1,745"
180,Desha,Arkansas,"$19,822 ","12,774","5,305"
181,Sullivan,Indiana,"$19,821 ","21,321","7,764"
182,Craig,Oklahoma,"$19,820 ","14,869","5,603"
183,Greene,Tennessee,"$19,801 ","68,679","28,677"
184,Livingston,Kentucky,"$19,795 ","9,467","3,569"
185,Haralson,Georgia,"$19,789 ","28,594","10,806"
186,Lyon,Kansas,"$19,789 ","33,624","13,170"
187,Mineral,West Virginia,"$19,788 ","28,015","11,180"
188,Spalding,Georgia,"$19,783 ","64,011","22,997"
189,Houghton,Michigan,"$19,783 ","36,494","14,029"
190,Graham,North Carolina,"$19,780 ","8,762","3,462"
191,Starke,Indiana,"$19,773 ","23,267","8,964"
192,Christian,Kentucky,"$19,773 ","74,169","25,899"
193,Moore,Texas,"$19,770 ","22,029","6,820"
194,Ashley,Arkansas,"$19,761 ","21,645","8,656"
195,Lenoir,North Carolina,"$19,760 ","59,277","23,569"
196,Okmulgee,Oklahoma,"$19,753 ","39,747","15,124"
197,Dallam,Texas,"$19,752 ","6,854","2,375"
198,Coal,Oklahoma,"$19,752 ","5,927","2,328"
199,Barren,Kentucky,"$19,745 ","42,504","16,584"
200,McMinn,Tennessee,"$19,744 ","52,338","20,313"
201,Liberty,Texas,"$19,740 ","76,013","24,844"
202,Grant,Washington,"$19,738 ","90,202","30,012"
203,Powell,Montana,"$19,736 ","7,052","2,411"
204,Forrest,Mississippi,"$19,736 ","75,991","27,822"
205,Russell,Virginia,"$19,735 ","28,646","11,191"
206,Vernon,Missouri,"$19,734 ","20,990","7,999"
207,Yukon-Koyukuk Census Area,Alaska,"$19,729 ","5,656","2,056"
208,Saluda,South Carolina,"$19,725 ","19,895","7,020"
209,Alger,Michigan,"$19,717 ","9,497","3,607"
210,Benton,Missouri,"$19,717 ","19,008","8,225"
211,Perry,Illinois,"$19,716 ","22,182","7,982"
212,Pike,Alabama,"$19,715 ","32,977","12,959"
213,Emporia City,Virginia,"$19,710 ","5,773","2,488"
214,Pettis,Missouri,"$19,709 ","42,146","16,212"
215,Castro,Texas,"$19,708 ","8,046","2,588"
216,Lincoln,Colorado,"$19,703 ","5,442","1,845"
217,Burke,North Carolina,"$19,701 ","90,591","34,664"
218,Audrain,Missouri,"$19,687 ","25,584","9,327"
219,Russell,Alabama,"$19,678 ","55,544","21,142"
220,Miller,Georgia,"$19,674 ","6,054","2,458"
221,Caldwell,Texas,"$19,673 ","38,465","11,593"
222,Crittenden,Arkansas,"$19,665 ","50,447","18,309"
223,Montmorency,Michigan,"$19,661 ","9,598","4,128"
224,Greene,Arkansas,"$19,652 ","42,580","16,603"
225,Monroe,Tennessee,"$19,643 ","44,857","17,523"
226,Appling,Georgia,"$19,643 ","18,354","6,934"
227,Ogemaw,Michigan,"$19,634 ","21,537","8,998"
228,Hardin,Ohio,"$19,626 ","31,886","11,504"
229,Swain,North Carolina,"$19,626 ","14,017","5,368"
230,Danville City,Virginia,"$19,626 ","42,996","18,659"
231,Valencia,New Mexico,"$19,623 ","76,461","26,894"
232,Tyler,Texas,"$19,612 ","21,619","8,224"
233,LaRue,Kentucky,"$19,611 ","14,149","5,221"
234,Jefferson,Idaho,"$19,598 ","26,389","8,058"
235,Minidoka,Idaho,"$19,597 ","20,104","6,994"
236,Randolph,West Virginia,"$19,595 ","29,399","11,163"
237,Franklin City,Virginia,"$19,588 ","8,539","3,551"
238,Marshall,Oklahoma,"$19,583 ","15,860","5,970"
239,Cherokee,Kansas,"$19,580 ","21,361","7,936"
240,Marion,Alabama,"$19,576 ","30,615","12,700"
241,Lincoln,Mississippi,"$19,566 ","34,870","13,045"
242,Laclede,Missouri,"$19,553 ","35,535","13,912"
243,Rutherford,North Carolina,"$19,551 ","67,403","27,214"
244,Weakley,Tennessee,"$19,547 ","34,779","13,797"
245,Warren,Tennessee,"$19,531 ","39,861","15,366"
246,Grundy,Missouri,"$19,527 ","10,282","4,148"
247,Jones,Mississippi,"$19,519 ","68,174","24,677"
248,Mahnomen,Minnesota,"$19,517 ","5,475","2,058"
249,Polk,Missouri,"$19,511 ","31,088","11,937"
250,Alleghany,North Carolina,"$19,510 ","11,046","4,793"
251,Franklin,Washington,"$19,503 ","81,835","23,445"
252,Upshur,West Virginia,"$19,498 ","24,371","9,011"
253,Polk,Texas,"$19,498 ","45,620","16,980"
254,Whitfield,Georgia,"$19,497 ","102,556","34,450"
255,Wayne,West Virginia,"$19,497 ","42,007","16,555"
256,Chaves,New Mexico,"$19,492 ","65,627","23,499"
257,Barry,Missouri,"$19,489 ","35,614","13,464"
258,Alamosa,Colorado,"$19,487 ","15,933","5,891"
259,Chariton,Missouri,"$19,481 ","7,730","2,958"
260,Edmonson,Kentucky,"$19,481 ","12,148","4,766"
261,Sampson,North Carolina,"$19,479 ","63,687","23,336"
262,Crawford,Arkansas,"$19,477 ","61,796","23,368"
263,Fremont,Idaho,"$19,475 ","13,088","4,549"
264,Bollinger,Missouri,"$19,470 ","12,408","4,758"
265,Harrison,Missouri,"$19,468 ","8,871","3,515"
266,Union,Kentucky,"$19,464 ","15,138","5,586"
267,St. Helena,Louisiana,"$19,457 ","11,062","4,130"
268,Moniteau,Missouri,"$19,451 ","15,657","5,464"
269,Van Buren,Tennessee,"$19,450 ","5,562","2,097"
270,Johnson,Kentucky,"$19,445 ","23,377","9,154"
271,Simpson,Kentucky,"$19,441 ","17,443","6,737"
272,Columbia,Arkansas,"$19,439 ","24,512","9,449"
273,Scioto,Ohio,"$19,437 ","78,952","29,452"
274,Johnson,Nebraska,"$19,435 ","5,182","1,926"
275,Yakima,Washington,"$19,433 ","244,654","79,679"
276,Peach,Georgia,"$19,431 ","27,481","9,525"
277,Carroll,Kentucky,"$19,429 ","10,902","4,269"
278,Beaver,Utah,"$19,415 ","6,529","2,112"
279,Union,Louisiana,"$19,412 ","22,576","8,532"
280,Treutlen,Georgia,"$19,410 ","6,817","2,515"
281,Talladega,Alabama,"$19,410 ","81,845","31,486"
282,Brooks,Georgia,"$19,409 ","15,885","6,573"
283,Jackson,Ohio,"$19,405 ","33,034","13,288"
284,Meigs,Tennessee,"$19,403 ","11,706","4,776"
285,Putnam,Missouri,"$19,397 ","4,944","2,230"
286,Knox,Texas,"$19,396 ","3,731","1,557"
287,St. Landry,Louisiana,"$19,387 ","83,534","30,935"
288,Bradley,Arkansas,"$19,386 ","11,418","4,789"
289,Miller,Missouri,"$19,385 ","24,863","10,034"
290,Carroll,Virginia,"$19,385 ","29,979","12,572"
291,Perry,Ohio,"$19,372 ","36,051","13,793"
292,Johnson,Arkansas,"$19,366 ","25,655","10,046"
293,Coryell,Texas,"$19,357 ","75,966","20,416"
294,LaGrange,Indiana,"$19,356 ","37,463","11,833"
295,Titus,Texas,"$19,356 ","32,360","10,725"
296,Jefferson,Arkansas,"$19,353 ","75,782","28,367"
297,Limestone,Texas,"$19,352 ","23,417","7,929"
298,Pike,Kentucky,"$19,351 ","64,473","26,362"
299,Highland,Ohio,"$19,348 ","43,395","16,918"
300,Bourbon,Kansas,"$19,340 ","15,004","5,636"
301,Nottoway,Virginia,"$19,337 ","15,862","5,673"
302,Mecosta,Michigan,"$19,336 ","43,007","15,536"
303,Hampton,South Carolina,"$19,332 ","20,840","7,470"
304,Shelby,Missouri,"$19,331 ","6,274","2,597"
305,Fulton,Arkansas,"$19,326 ","12,266","5,140"
306,Lewis,Missouri,"$19,317 ","10,193","3,936"
307,Columbia,Florida,"$19,306 ","67,568","23,604"
308,Parmer,Texas,"$19,304 ","10,159","3,215"
309,Fleming,Kentucky,"$19,304 ","14,435","5,539"
310,Bedford,Tennessee,"$19,303 ","45,339","16,402"
311,Clarke,Georgia,"$19,295 ","118,864","41,358"
312,Hickman,Kentucky,"$19,292 ","4,834","1,983"
313,Chambers,Alabama,"$19,291 ","34,145","13,722"
314,Hot Spring,Arkansas,"$19,286 ","33,182","12,231"
