rank,county,state,pc_income,pop,households
38,Webster,Georgia,"$19,082 ","2,769","1,129"
39,Otero,Colorado,"$19,078 ","18,817","7,427"
40,Del Norte,California,"$19,072 ","28,357","9,593"
41,Isabella,Michigan,"$19,061 ","70,400","24,817"
42,Lawrence,Missouri,"$19,060 ","38,488","14,817"
43,Warren,North Carolina,"$19,052 ","20,792","7,731"
44,Logan,Arkansas,"$19,046 ","22,221","8,233"
45,Jefferson,Oklahoma,"$19,042 ","6,457","2,456"
46,Schley,Georgia,"$19,037 ","5,017","1,829"
47,Union,South Carolina,"$19,037 ","28,594","11,854"
48,Hardy,West Virginia,"$19,032 ","13,922","5,020"
49,Charles Mix,South Dakota,"$19,030 ","9,176","3,191"
50,Wilkes,North Carolina,"$19,029 ","69,184","27,512"
51,Lamar,Alabama,"$19,026 ","14,396","6,084"
52,Montgomery,Arkansas,"$19,021 ","9,387","3,873"
53,Gallatin,Kentucky,"$19,020 ","8,525","2,995"
54,Grant,Louisiana,"$19,018 ","22,113","7,340"
55,Carter,Tennessee,"$19,018 ","57,438","24,079"
56,Seward,Kansas,"$19,015 ","23,146","7,429"
57,Red River,Texas,"$19,014 ","12,709","5,052"
58,Osceola,Florida,"$19,007 ","279,837","90,413"
59,Saline,Missouri,"$19,006 ","23,324","8,764"
60,Ohio County,Kentucky,"$19,005 ","23,955","8,715"
61,Hall,Texas,"$19,004 ","3,310","1,177"
62,Nolan,Texas,"$19,002 ","15,087","5,527"
63,Evans,Georgia,"$18,998 ","10,902","4,067"
64,Winston,Alabama,"$18,995 ","24,342","9,489"
65,Oceana,Michigan,"$18,986 ","26,456","9,537"
66,Clarke,Alabama,"$18,979 ","25,573","9,631"
67,Ouachita,Arkansas,"$18,975 ","25,651","10,733"
68,Wayne,Missouri,"$18,970 ","13,437","5,589"
69,Montcalm,Michigan,"$18,969 ","63,234","23,400"
70,Coleman,Texas,"$18,967 ","8,744","3,478"
71,Heard,Georgia,"$18,964 ","11,708","4,321"
72,Crosby,Texas,"$18,959 ","6,056","2,164"
73,Bienville,Louisiana,"$18,958 ","14,229","5,668"
74,Wyandotte,Kansas,"$18,957 ","158,348","57,291"
75,Fremont,Colorado,"$18,954 ","46,850","16,938"
76,Rhea,Tennessee,"$18,952 ","32,080","12,096"
77,Prowers,Colorado,"$18,941 ","12,473","4,935"
78,Petersburg City,Virginia,"$18,936 ","32,326","12,456"
79,Scott,Arkansas,"$18,934 ","11,111","4,324"
80,Tift,Georgia,"$18,933 ","40,537","13,691"
81,McDowell,North Carolina,"$18,932 ","44,963","17,252"
82,Wayne,Mississippi,"$18,928 ","20,675","8,105"
83,Oneida,Idaho,"$18,920 ","4,257","1,579"
84,Kleberg,Texas,"$18,918 ","32,052","11,241"
85,Habersham,Georgia,"$18,910 ","43,181","14,805"
86,Mississippi County,Arkansas,"$18,905 ","45,912","17,058"
87,Bamberg,South Carolina,"$18,902 ","15,814","5,883"
88,Lowndes,Georgia,"$18,897 ","111,334","39,722"
89,Haskell,Oklahoma,"$18,896 ","12,849","4,713"
90,Franklin,Alabama,"$18,888 ","31,666","12,437"
91,Bingham,Idaho,"$18,872 ","45,485","14,650"
92,Randolph,Arkansas,"$18,871 ","17,896","7,244"
93,Marion,Kentucky,"$18,865 ","19,943","7,368"
94,Montgomery,North Carolina,"$18,865 ","27,707","10,610"
95,Newton,Mississippi,"$18,864 ","21,645","7,931"
96,Barnwell,South Carolina,"$18,862 ","22,399","8,416"
97,Patrick,Virginia,"$18,860 ","18,445","7,846"
98,Allen,Louisiana,"$18,857 ","25,674","8,099"
99,Noble,Ohio,"$18,853 ","14,639","4,883"
100,Decatur,Iowa,"$18,845 ","8,308","3,106"
101,Ware,Georgia,"$18,842 ","36,008","13,460"
102,Yuma,Arizona,"$18,840 ","199,026","70,122"
103,Gratiot,Michigan,"$18,836 ","42,148","14,787"
104,Elbert,Georgia,"$18,835 ","19,907","7,635"
105,Motley,Texas,"$18,828 ","1,182",433
106,Meriwether,Georgia,"$18,821 ","21,695","8,135"
107,Bristol City,Virginia,"$18,820 ","17,713","7,674"
108,Chester,Tennessee,"$18,817 ","17,151","5,936"
109,Meigs,Ohio,"$18,816 ","23,659","9,560"
110,Hale,Alabama,"$18,812 ","15,594","5,969"
111,Cherokee,Texas,"$18,801 ","50,865","17,422"
112,Lamar,Georgia,"$18,800 ","18,139","6,393"
113,Taylor,Kentucky,"$18,790 ","24,585","9,708"
114,Martin,North Carolina,"$18,783 ","24,147","9,444"
115,Van Buren,Arkansas,"$18,782 ","17,147","7,063"
116,Washington County,North Carolina,"$18,779 ","12,958","5,056"
117,Colleton,South Carolina,"$18,769 ","38,453","14,905"
118,Luce,Michigan,"$18,768 ","6,550","2,427"
119,Johnson,Illinois,"$18,763 ","12,665","4,362"
120,Charlotte,Virginia,"$18,762 ","12,478","4,751"
121,Sabine,Texas,"$18,762 ","10,604","4,161"
122,Hoke,North Carolina,"$18,761 ","48,842","16,161"
123,Fayette,Indiana,"$18,757 ","24,112","9,536"
124,Madison,Arkansas,"$18,754 ","15,671","6,048"
125,Yalobusha,Mississippi,"$18,750 ","12,554","4,797"
126,Lamb,Texas,"$18,744 ","13,921","4,803"
127,Trinity,Texas,"$18,730 ","14,460","5,091"
128,Webster,Mississippi,"$18,728 ","10,129","4,084"
129,Wilkinson,Mississippi,"$18,717 ","9,653","3,496"
130,Toombs,Georgia,"$18,716 ","27,229","10,310"
131,Haywood,Tennessee,"$18,714 ","18,531","7,099"
132,Howard,Arkansas,"$18,707 ","13,748","5,208"
133,Cross,Arkansas,"$18,701 ","17,760","6,818"
134,Nevada County,Arkansas,"$18,695 ","8,948","3,622"
135,San Augustine,Texas,"$18,695 ","8,855","3,275"
136,Clay,Alabama,"$18,694 ","13,703","5,649"
137,Neshoba,Mississippi,"$18,693 ","29,655","10,829"
138,Fayette,West Virginia,"$18,685 ","45,889","17,250"
139,Bailey,Texas,"$18,676 ","7,121","2,358"
140,Torrance,New Mexico,"$18,675 ","16,185","5,638"
141,Richland,Louisiana,"$18,669 ","20,816","7,619"
142,Crockett,Tennessee,"$18,664 ","14,576","5,619"
143,Lafayette,Florida,"$18,660 ","8,745","2,710"
144,Pike,Missouri,"$18,650 ","18,579","6,559"
145,Screven,Georgia,"$18,640 ","14,455","5,165"
146,Braxton,West Virginia,"$18,635 ","14,524","5,780"
147,Bullock,Alabama,"$18,628 ","10,746","3,741"
148,Laurens,Georgia,"$18,625 ","48,203","17,632"
149,Baldwin,Georgia,"$18,622 ","46,018","16,338"
150,Dougherty,Georgia,"$18,619 ","94,220","35,661"
151,Fulton,Kentucky,"$18,602 ","6,650","2,744"
152,Benton,Mississippi,"$18,597 ","8,682","3,195"
153,Cook,Georgia,"$18,592 ","17,066","6,308"
154,Bulloch,Georgia,"$18,587 ","71,190","25,254"
155,Claiborne,Tennessee,"$18,583 ","31,915","12,553"
156,Cherokee,Oklahoma,"$18,582 ","47,488","16,875"
157,Harmon,Oklahoma,"$18,582 ","2,894","1,106"
158,Stone,Mississippi,"$18,576 ","17,854","5,871"
159,Pontotoc,Mississippi,"$18,576 ","30,207","9,937"
160,Orange,Indiana,"$18,576 ","19,829","7,688"
161,Bacon,Georgia,"$18,558 ","11,159","4,036"
162,Stephens,Georgia,"$18,557 ","25,910","9,227"
163,Worth,Georgia,"$18,551 ","21,670","7,851"
164,Gulf,Florida,"$18,546 ","15,793","5,414"
165,St. Francois,Missouri,"$18,544 ","65,602","24,654"
166,Dent,Missouri,"$18,544 ","15,649","5,858"
167,Pushmataha,Oklahoma,"$18,542 ","11,406","4,900"
168,Houston,Tennessee,"$18,539 ","8,375","3,423"
169,Clay,Arkansas,"$18,509 ","15,790","6,814"
170,Bland,Virginia,"$18,501 ","6,795","2,480"
171,Winston,Mississippi,"$18,501 ","19,052","7,635"
172,Bethel Census Area,Alaska,"$18,497 ","17,356","4,358"
173,Anderson,Texas,"$18,495 ","58,262","16,378"
174,Fayette,Alabama,"$18,494 ","17,110","6,956"
175,Coosa,Alabama,"$18,493 ","11,198","4,506"
176,Tippah,Mississippi,"$18,493 ","22,080","8,472"
177,Union,New Mexico,"$18,472 ","4,458","1,606"
178,Lincoln,West Virginia,"$18,458 ","21,660","8,416"
179,Benton,Tennessee,"$18,456 ","16,398","6,892"
180,Buena Vista City,Virginia,"$18,453 ","6,699","2,738"
181,Reynolds,Missouri,"$18,449 ","6,661","2,664"
182,Knott,Kentucky,"$18,448 ","16,217","5,892"
183,Greene,North Carolina,"$18,441 ","21,382","7,104"
184,Suwannee,Florida,"$18,431 ","42,865","15,712"
185,Kings,California,"$18,429 ","151,806","40,785"
186,McNairy,Tennessee,"$18,428 ","26,066","9,736"
187,Attala,Mississippi,"$18,422 ","19,383","7,185"
188,Crawford,Missouri,"$18,415 ","24,711","9,485"
189,Hyde,North Carolina,"$18,408 ","5,771","2,148"
190,Hidalgo,New Mexico,"$18,392 ","4,834","1,837"
191,Jackson,Tennessee,"$18,387 ","11,527","4,493"
192,Hickman,Tennessee,"$18,383 ","24,428","8,846"
193,El Paso,Texas,"$18,379 ","813,015","255,573"
194,Wyoming County,West Virginia,"$18,377 ","23,479","9,101"
195,Putnam,Florida,"$18,377 ","73,683","28,047"
196,Pike,Arkansas,"$18,377 ","11,250","4,325"
197,Gooding,Idaho,"$18,373 ","15,278","5,552"
198,Lowndes,Alabama,"$18,368 ","11,086","4,212"
199,Overton,Tennessee,"$18,347 ","22,109","8,815"
200,Cherokee,North Carolina,"$18,340 ","27,243","10,722"
201,Tishomingo,Mississippi,"$18,338 ","19,582","7,643"
202,Polk,Georgia,"$18,336 ","41,308","14,645"
203,Ottawa,Oklahoma,"$18,331 ","32,029","12,134"
204,Carroll,Tennessee,"$18,330 ","28,525","11,022"
205,Seminole,Oklahoma,"$18,321 ","25,443","9,327"
206,Copiah,Mississippi,"$18,318 ","29,204","9,897"
207,Simpson,Mississippi,"$18,314 ","27,439","9,786"
208,Levy,Florida,"$18,304 ","40,289","15,582"
209,Clay,Mississippi,"$18,273 ","20,539","7,750"
210,Hughes,Oklahoma,"$18,268 ","13,838","4,920"
211,Menard,Texas,"$18,253 ","2,213",871
212,Carter,Missouri,"$18,245 ","6,260","2,426"
213,Cherokee,South Carolina,"$18,240 ","55,587","20,762"
214,Adams,Ohio,"$18,235 ","28,406","10,816"
215,Franklin,Georgia,"$18,234 ","21,998","8,618"
216,Perry,Kentucky,"$18,224 ","28,488","10,801"
217,Dickenson,Virginia,"$18,215 ","15,749","6,352"
218,Irwin,Georgia,"$18,207 ","9,571","3,277"
219,White,Tennessee,"$18,205 ","25,986","9,729"
220,Pershing,Nevada,"$18,203 ","6,752","2,091"
221,Marion,Arkansas,"$18,188 ","16,605","7,036"
222,Crisp,Georgia,"$18,185 ","23,521","8,832"
223,Pike,Mississippi,"$18,183 ","40,269","14,614"
224,Merced,California,"$18,177 ","258,707","75,409"
225,Bronx,New York,"$18,171 ","1,397,315","474,842"
226,Monroe,Mississippi,"$18,167 ","36,652","13,960"
227,Benson,North Dakota,"$18,162 ","6,721","2,291"
228,San Juan,Puerto Rico,"$18,160 ","395,326","145,321"
229,Schuyler,Missouri,"$18,160 ","4,397","1,773"
230,Dallas,Missouri,"$18,155 ","16,733","6,443"
231,DeKalb,Alabama,"$18,149 ","71,076","24,923"
232,Clare,Michigan,"$18,148 ","30,823","13,215"
233,Le Flore,Oklahoma,"$18,141 ","50,062","18,412"
234,Prairie,Arkansas,"$18,137 ","8,573","3,737"
235,Butler,Kentucky,"$18,136 ","12,746","5,124"
236,Abbeville,South Carolina,"$18,134 ","25,233","9,809"
237,Sequoyah,Oklahoma,"$18,131 ","41,834","15,624"
238,Marion,Mississippi,"$18,126 ","26,674","9,985"
239,Dodge,Georgia,"$18,114 ","21,502","8,186"
240,Juab,Utah,"$18,108 ","10,300","3,016"
241,Itawamba,Mississippi,"$18,106 ","23,366","8,859"
242,Socorro,New Mexico,"$18,104 ","17,756","5,329"
243,Breckinridge,Kentucky,"$18,101 ","20,059","7,213"
244,Vinton,Ohio,"$18,101 ","13,365","5,191"
245,Osceola,Michigan,"$18,099 ","23,404","8,987"
246,Chester,South Carolina,"$18,098 ","32,879","12,368"
247,Randolph,Georgia,"$18,094 ","7,498","3,020"
248,Nodaway,Missouri,"$18,079 ","23,347","8,599"
249,Jasper,Mississippi,"$18,075 ","16,827","7,015"
250,Panola,Mississippi,"$18,073 ","34,558","11,928"
251,Clarke,Mississippi,"$18,066 ","16,614","6,305"
252,Decatur,Georgia,"$18,059 ","27,676","10,525"
253,Oscoda,Michigan,"$18,057 ","8,590","3,781"
254,Calhoun,West Virginia,"$18,053 ","7,603","3,141"
255,Izard,Arkansas,"$18,040 ","13,560","5,682"
256,Tillman,Oklahoma,"$18,035 ","7,898","3,013"
257,Evangeline,Louisiana,"$18,023 ","33,793","11,967"
258,San Saba,Texas,"$18,009 ","6,050","2,035"
259,Avoyelles,Louisiana,"$18,006 ","41,765","15,332"
260,Hale,Texas,"$18,004 ","36,150","11,624"
261,Dunklin,Missouri,"$17,990 ","31,916","12,882"
262,Glascock,Georgia,"$17,984 ","3,094","1,189"
263,Green,Kentucky,"$17,984 ","11,252","4,495"
264,West Carroll,Louisiana,"$17,980 ","11,540","4,130"
265,Marshall,Mississippi,"$17,978 ","36,823","13,050"
266,Upson,Georgia,"$17,978 ","26,918","10,341"
267,Caswell,North Carolina,"$17,975 ","23,462","8,813"
268,Candler,Georgia,"$17,974 ","11,045","3,861"
269,Greer,Oklahoma,"$17,969 ","6,178","2,246"
270,Lawrence,Kentucky,"$17,960 ","15,877","5,823"
271,Clark,Arkansas,"$17,960 ","22,912","8,341"
272,Twiggs,Georgia,"$17,952 ","8,808","3,056"
273,Clayton,Georgia,"$17,950 ","262,455","86,274"
274,Halifax,North Carolina,"$17,937 ","54,251","21,550"
275,Webster,West Virginia,"$17,937 ","9,073","3,928"
276,Quay,New Mexico,"$17,936 ","8,890","3,476"
277,Morgan,Missouri,"$17,935 ","20,392","8,164"
278,Grainger,Tennessee,"$17,933 ","22,653","9,003"
279,Real,Texas,"$17,931 ","3,348","1,127"
280,San Miguel,New Mexico,"$17,926 ","29,093","11,435"
281,McDuffie,Georgia,"$17,922 ","21,697","8,143"
282,Northampton,North Carolina,"$17,919 ","21,645","8,604"
283,Vance,North Carolina,"$17,905 ","45,120","16,640"
284,Tulare,California,"$17,894 ","446,644","131,642"
285,Letcher,Kentucky,"$17,886 ","24,202","9,366"
286,Newton,Arkansas,"$17,884 ","8,211","3,507"
287,Warren,Georgia,"$17,884 ","5,706","2,208"
288,Swisher,Texas,"$17,880 ","7,807","2,604"
289,Sumter,Georgia,"$17,879 ","32,099","11,493"
290,Barbour,West Virginia,"$17,876 ","16,655","6,099"
291,Gilmer,West Virginia,"$17,870 ","8,678","2,590"
292,Texas County,Missouri,"$17,868 ","25,830","9,370"
293,Val Verde,Texas,"$17,867 ","48,730","15,082"
294,Hertford,North Carolina,"$17,863 ","24,516","8,624"
295,Caddo,Oklahoma,"$17,858 ","29,605","10,230"
296,Madera,California,"$17,847 ","151,435","42,516"
297,Todd,Kentucky,"$17,846 ","12,505","4,574"
298,Ritchie,West Virginia,"$17,843 ","10,303","4,032"
299,Atoka,Oklahoma,"$17,842 ","14,070","5,303"
300,Iron,Utah,"$17,839 ","46,435","15,435"
301,Clinch,Georgia,"$17,815 ","6,766","2,586"
302,Sanpete,Utah,"$17,811 ","27,930","7,781"
303,Cassia,Idaho,"$17,801 ","23,054","7,653"
304,Okeechobee,Florida,"$17,787 ","39,642","12,999"
305,Pulaski,Georgia,"$17,781 ","11,775","4,034"
306,Calhoun,Arkansas,"$17,763 ","5,319","2,046"
307,Canyon,Idaho,"$17,755 ","192,153","63,442"
308,Franklin,Louisiana,"$17,752 ","20,699","7,704"
309,Sierra,New Mexico,"$17,752 ","11,898","4,350"
310,Lewis,Tennessee,"$17,751 ","12,049","4,750"
311,Bradford,Florida,"$17,749 ","27,981","8,857"
312,Morgan,Tennessee,"$17,747 ","21,964","7,455"
313,Choctaw,Oklahoma,"$17,739 ","15,167","6,043"
314,Washington Parish,Louisiana,"$17,735 ","46,935","17,599"
315,Hampshire,West Virginia,"$17,734 ","23,746","10,570"
