pos,county,state,pc_income,medhouse_inc,medfam_inc,pop,households,exp_rate,NE_dum,MW_dum,W_dum,S_dum,white_only_total,black_only_total,amer_indian_alaskanative_only_total,asian_only_total,pacisland_only_total,other_only_total,two_or_more_races_total,not_hislat_total,hislat_total,total_pop,whiteonly_pct,blackonly_pct,indianonly_pct,asianonly_pct,pacislandonly_pct,otheronly_pct,twoplusonly_pct,hislatonly_pct
822,Brown,Indiana,25833.0,51568.0,59221.0,15128.0,5889.0,0.04349705357705215,0,1,0,0,14556.0,157.0,0.0,86.0,0.0,37.0,198.0,14785.0,249.0,15034.0,0.9682054010908607,0.010442995876014367,0.0,0.005720367167753093,0.0,0.002461088200079819,0.013170147665292006,0.016562458427564188
823,Wright,Iowa,25827.0,45205.0,59070.0,13092.0,5367.0,0.11157572690662647,0,1,0,0,11925.0,88.0,45.0,39.0,0.0,522.0,185.0,11323.0,1481.0,12804.0,0.9313495782567948,0.006872852233676976,0.003514526710402999,0.0030459231490159327,0.0,0.04076850984067479,0.014448609809434552,0.11566697906904093
824,Manitowoc,Wisconsin,25825.0,48881.0,63889.0,81098.0,34067.0,0.04450577727131051,0,1,0,0,74896.0,719.0,401.0,2186.0,4.0,170.0,1031.0,76363.0,3044.0,79407.0,0.9431914062991927,0.009054617351115141,0.005049932625587165,0.027529059150956464,5.037339277393681e-05,0.002140869192892314,0.012983741987482212,0.03833415190096591
825,Sanborn,South Dakota,25823.0,48384.0,62583.0,2348.0,1051.0,0.03504153530687787,0,1,0,0,2304.0,0.0,20.0,10.0,0.0,33.0,21.0,2301.0,87.0,2388.0,0.964824120603015,0.0,0.008375209380234505,0.0041876046901172526,0.0,0.013819095477386936,0.008793969849246231,0.0364321608040201
826,Hampden,Massachusetts,25817.0,49094.0,61474.0,465144.0,177990.0,0.09157092614539623,1,0,0,0,380944.0,41166.0,1280.0,11052.0,87.0,21501.0,13086.0,353637.0,115479.0,469116.0,0.8120464874359433,0.08775228301742,0.0027285362255817323,0.02355920497275727,0.0001854551965825084,0.045833013582994395,0.027895019568720744,0.24616299593277569
827,Lincoln,Washington,25816.0,47195.0,60478.0,10481.0,4457.0,0.03557646203506501,0,0,1,0,9799.0,76.0,138.0,72.0,32.0,66.0,252.0,10094.0,341.0,10435.0,0.9390512697652132,0.007283181600383325,0.013224724484906565,0.0068998562529947296,0.0030666027791087687,0.006324868231911835,0.024149496885481552,0.032678485864877815
828,Hancock,Iowa,25814.0,50105.0,60921.0,11243.0,4648.0,0.04251227057469625,0,1,0,0,10539.0,70.0,26.0,40.0,8.0,36.0,169.0,10435.0,453.0,10888.0,0.9679463629684056,0.006429096252755327,0.002387950036737693,0.0036737692872887582,0.0007347538574577516,0.0033063923585598823,0.015521675238795003,0.04160543717854519
829,Banner,Nebraska,25814.0,36875.0,51750.0,816.0,330.0,0.04031133436954683,0,1,0,0,679.0,0.0,0.0,0.0,0.0,3.0,14.0,654.0,42.0,696.0,0.9755747126436781,0.0,0.0,0.0,0.0,0.004310344827586207,0.020114942528735632,0.0603448275862069
830,Barton,Kansas,25800.0,44981.0,56250.0,27602.0,11491.0,0.0447628952454095,0,1,0,0,25104.0,453.0,293.0,55.0,70.0,252.0,564.0,22856.0,3935.0,26791.0,0.9370310925310739,0.016908663357097533,0.010936508528983613,0.0020529282221641598,0.0026128177372998396,0.009406143854279422,0.021051845769101563,0.14687768280392668
831,Polk,Minnesota,25790.0,50695.0,64911.0,31522.0,12663.0,0.059004985283027625,0,1,0,0,29058.0,618.0,448.0,304.0,17.0,438.0,708.0,29575.0,2016.0,31591.0,0.9198189357728467,0.01956253363299674,0.014181254154664303,0.009622993890665062,0.0005381279478332436,0.01386470830299769,0.022411446297996265,0.06381564369598937
832,Flathead,Montana,25790.0,46581.0,56284.0,91536.0,36901.0,0.04862725624701928,0,0,1,0,92695.0,357.0,1553.0,624.0,45.0,727.0,2081.0,95430.0,2652.0,98082.0,0.9450765685854693,0.003639811586223772,0.015833690177606493,0.006362023612895332,0.0004587997797761057,0.00741216533104953,0.021216940926979466,0.027038600354805164
833,Sibley,Minnesota,25789.0,54017.0,64750.0,15146.0,6090.0,0.07208301890781336,0,1,0,0,14301.0,127.0,49.0,100.0,5.0,207.0,123.0,13586.0,1326.0,14912.0,0.959026287553648,0.008516630901287554,0.0032859442060085837,0.006706008583690987,0.00033530042918454936,0.013881437768240343,0.008248390557939914,0.08892167381974249
834,Valley,Idaho,25785.0,50473.0,60100.0,9698.0,3519.0,0.030530531818310787,0,0,1,0,10285.0,9.0,26.0,24.0,0.0,1.0,56.0,10211.0,190.0,10401.0,0.9888472262282473,0.0008653014133256418,0.0024997596384962986,0.0023074704355350445,0.0,9.614460148062687e-05,0.005384097682915105,0.018267474281319102
835,Morgan,Indiana,25781.0,55354.0,63148.0,69217.0,25621.0,0.049633006507114025,0,1,0,0,67980.0,212.0,46.0,505.0,0.0,109.0,875.0,68674.0,1053.0,69727.0,0.9749451432013424,0.0030404291020694994,0.0006597157485622499,0.007242531587476874,0.0,0.0015632394911583747,0.012548940869390623,0.015101753983392373
836,Wasatch,Utah,25777.0,65050.0,70303.0,24542.0,7602.0,0.055635708355960115,0,0,1,0,28962.0,95.0,34.0,383.0,5.0,359.0,685.0,26441.0,4082.0,30523.0,0.9488582380499951,0.003112407037316122,0.00111391409756577,0.012547914687284998,0.00016381089670084855,0.011761622383120925,0.02244209284801625,0.13373521606657274
837,Edmunds,South Dakota,25775.0,49831.0,65179.0,4051.0,1589.0,0.03878084250126819,0,1,0,0,3857.0,4.0,34.0,5.0,0.0,14.0,26.0,3870.0,70.0,3940.0,0.9789340101522843,0.0010152284263959391,0.008629441624365483,0.0012690355329949238,0.0,0.003553299492385787,0.006598984771573604,0.017766497461928935
838,Kingfisher,Oklahoma,25773.0,54666.0,61528.0,15069.0,5733.0,0.032151651632228835,0,0,0,1,12919.0,172.0,522.0,35.0,0.0,1379.0,591.0,13179.0,2439.0,15618.0,0.8271865795876553,0.011012933794339864,0.033422973492124475,0.0022410039697784608,0.0,0.08829555640927135,0.03784095274683058,0.1561659623511333
839,Kennebec,Maine,25770.0,46808.0,59915.0,121757.0,51719.0,0.05863595831862602,1,0,0,0,116510.0,1045.0,666.0,1153.0,97.0,150.0,1924.0,119717.0,1828.0,121545.0,0.9585750133695339,0.008597638734625036,0.005479452054794521,0.009486198527294418,0.0007980583323049077,0.001234110823151919,0.015829528158295282,0.015039697231478053
840,Calhoun,Iowa,25766.0,44484.0,55234.0,9952.0,4356.0,0.07283440977119322,0,1,0,0,9361.0,121.0,64.0,30.0,0.0,38.0,166.0,9598.0,182.0,9780.0,0.9571574642126789,0.012372188139059305,0.006543967280163599,0.003067484662576687,0.0,0.003885480572597137,0.016973415132924337,0.018609406952965236
841,Missoula,Montana,25764.0,46117.0,62988.0,110243.0,45523.0,0.039749704759742224,0,0,1,0,106340.0,594.0,2675.0,1880.0,134.0,430.0,3930.0,112269.0,3714.0,115983.0,0.9168585051257512,0.005121440211065415,0.02306372485622893,0.016209272048489865,0.001155341731115767,0.0037074398834311927,0.033884276143917647,0.032021934248984765
842,Richland,South Carolina,25763.0,48359.0,62935.0,389708.0,143874.0,0.06730464394206774,0,0,0,1,185683.0,190401.0,686.0,11452.0,477.0,7430.0,12134.0,387530.0,20733.0,408263.0,0.45481221663486526,0.46636849285876997,0.0016802894212799102,0.028050545849121766,0.0011683645101319493,0.01819905306138445,0.02972103766444669,0.05078344106617548
843,Custer,Colorado,25761.0,32427.0,50000.0,4245.0,2048.0,0.012674605984099212,0,0,1,0,4333.0,119.0,44.0,0.0,0.0,36.0,108.0,4196.0,444.0,4640.0,0.9338362068965518,0.02564655172413793,0.009482758620689655,0.0,0.0,0.007758620689655172,0.02327586206896552,0.09568965517241379
844,Kalamazoo,Michigan,25757.0,45775.0,62159.0,252763.0,100072.0,0.05561621846781724,0,1,0,0,212284.0,28440.0,689.0,6385.0,69.0,1510.0,12196.0,248980.0,12593.0,261573.0,0.8115669430713415,0.10872681813489925,0.0026340639133243873,0.02441001173668536,0.0002637886937872028,0.005772767066937337,0.04662560738302501,0.04814334812843833
845,Haakon,South Dakota,25754.0,47198.0,64120.0,1944.0,807.0,0.0717059775784995,0,1,0,0,1970.0,1.0,60.0,0.0,0.0,0.0,51.0,2063.0,19.0,2082.0,0.9462055715658021,0.0004803073967339097,0.02881844380403458,0.0,0.0,0.0,0.024495677233429394,0.009125840537944284
846,Polk,Wisconsin,25751.0,48538.0,58842.0,43905.0,18266.0,0.049255295918552336,0,1,0,0,41757.0,194.0,471.0,210.0,14.0,230.0,473.0,42531.0,818.0,43349.0,0.9632748160280514,0.004475305082008812,0.010865302544464694,0.004844402408360054,0.00032296016055733697,0.005305774066299107,0.010911439710258599,0.01887010080970726
847,Perkins,South Dakota,25751.0,38362.0,56429.0,2943.0,1364.0,0.05012653038775896,0,1,0,0,2802.0,0.0,63.0,0.0,0.0,5.0,37.0,2861.0,46.0,2907.0,0.9638802889576883,0.0,0.021671826625386997,0.0,0.0,0.0017199862401100791,0.012727898176814585,0.01582387340901273
848,Swift,Minnesota,25750.0,48026.0,64250.0,9678.0,4315.0,0.06057703395511337,0,1,0,0,8935.0,230.0,2.0,30.0,39.0,139.0,36.0,8958.0,453.0,9411.0,0.9494208904473489,0.024439485708213794,0.00021251726702794602,0.0031877590054191903,0.004144086707044948,0.014769950058442248,0.003825310806503028,0.048135160981829773
850,Franklin,Pennsylvania,25741.0,52637.0,63117.0,150594.0,58273.0,0.06995439501797371,1,0,0,0,142843.0,5882.0,223.0,1265.0,16.0,692.0,2830.0,145397.0,8354.0,153751.0,0.9290541199732034,0.03825666174528946,0.0014503970705881588,0.008227588763650318,0.00010406436380901587,0.004500783734739937,0.018406384348719683,0.054334605953782415
851,Cedar,Nebraska,25738.0,48038.0,58542.0,8790.0,3529.0,0.031185137785041762,0,1,0,0,8352.0,4.0,76.0,6.0,2.0,43.0,40.0,8367.0,156.0,8523.0,0.9799366420274551,0.0004693183151472486,0.008917047987797723,0.0007039774727208729,0.0002346591575736243,0.005045171887832923,0.0046931831514724865,0.018303414290742698
852,Waseca,Minnesota,25723.0,53657.0,66173.0,19046.0,7328.0,0.05694324179675332,0,1,0,0,17540.0,382.0,176.0,105.0,4.0,237.0,365.0,17700.0,1109.0,18809.0,0.9325322983678026,0.020309426338454995,0.00935722260619916,0.005582433941198363,0.00021266415014089,0.012600350895847733,0.01940560370035621,0.05896113562656175
853,Caroline,Virginia,25718.0,57218.0,64258.0,28757.0,10680.0,0.047701774165774084,0,0,0,1,19874.0,8428.0,47.0,268.0,0.0,572.0,995.0,28803.0,1381.0,30184.0,0.6584283063874901,0.2792207792207792,0.0015571163530347205,0.008878876225815001,0.0,0.018950437317784258,0.03296448449509674,0.04575271667108402
854,Champaign,Illinois,25713.0,45808.0,69554.0,202428.0,79137.0,0.06731295800508942,0,1,0,0,151382.0,27942.0,312.0,22337.0,133.0,1902.0,5440.0,197209.0,12239.0,209448.0,0.7227665100645506,0.13340781482754668,0.0014896298842672167,0.10664699591306673,0.0006350024827164737,0.009081012948321301,0.025973033879530958,0.05843455177418739
855,LaSalle,Illinois,25709.0,52640.0,64693.0,113295.0,44257.0,0.06482172555661551,0,1,0,0,102932.0,2787.0,266.0,860.0,21.0,1823.0,1712.0,99928.0,10473.0,110401.0,0.9323466272950426,0.02524433655492251,0.002409398465593609,0.007789784512821442,0.00019021566833633753,0.01651253158938778,0.015507105913895708,0.09486327116602204
856,Greene,New York,25700.0,49655.0,60571.0,48928.0,18365.0,0.06334116885696812,1,0,0,0,42731.0,2936.0,281.0,516.0,5.0,489.0,659.0,44864.0,2753.0,47617.0,0.8973895877522734,0.06165865132200685,0.005901253753911418,0.010836465968036625,0.00010500451519415334,0.010269441585988198,0.01383959510258941,0.05781548606590083
857,Harding,New Mexico,25686.0,34063.0,49167.0,687.0,261.0,0.009835764287705087,0,0,1,0,424.0,0.0,0.0,0.0,2.0,11.0,22.0,288.0,171.0,459.0,0.9237472766884531,0.0,0.0,0.0,0.004357298474945534,0.023965141612200435,0.04793028322440087,0.37254901960784315
858,Valley,Montana,25685.0,47181.0,58668.0,7465.0,3248.0,0.06406307112846046,0,0,1,0,6512.0,6.0,643.0,30.0,17.0,31.0,293.0,7333.0,199.0,7532.0,0.8645778013807753,0.0007966011683483802,0.08536909187466808,0.003983005841741901,0.002257036643653744,0.004115772703133298,0.03890069038767924,0.026420605416887944
859,Clatsop,Oregon,25680.0,44683.0,54849.0,37157.0,15749.0,0.05833208484382196,0,0,1,0,35170.0,282.0,223.0,400.0,126.0,574.0,1787.0,35302.0,3260.0,38562.0,0.9120377573777294,0.007312898708573207,0.005782895078056118,0.010372905969607386,0.0032674653804263265,0.014885120066386598,0.04634095741922099,0.08453918365230019
860,Henderson,North Carolina,25670.0,44815.0,57062.0,107583.0,45246.0,0.0786352548161421,0,0,0,1,103130.0,3761.0,323.0,1526.0,151.0,2808.0,1926.0,102202.0,11423.0,113625.0,0.9076347634763476,0.0331001100110011,0.0028426842684268427,0.01343014301430143,0.001328932893289329,0.024712871287128714,0.01695049504950495,0.10053245324532453
861,Freeborn,Minnesota,25668.0,44683.0,58220.0,31129.0,13230.0,0.044239598311195484,0,1,0,0,28440.0,408.0,128.0,671.0,16.0,404.0,459.0,27588.0,2938.0,30526.0,0.9316648103256241,0.013365655506781104,0.004193146825656817,0.021981261875122848,0.0005241433532071022,0.013234619668479329,0.015036362445128742,0.09624582323265413
862,Meeker,Minnesota,25665.0,53904.0,63881.0,23197.0,9288.0,0.0643461353474668,0,1,0,0,22470.0,128.0,34.0,65.0,11.0,115.0,256.0,22196.0,883.0,23079.0,0.9736123748862603,0.0055461675115906234,0.0014732007452662593,0.0028164131894796137,0.0004766237705273192,0.004982884873694701,0.011092335023181247,0.038259889943238444
863,Wise,Texas,25663.0,56005.0,63661.0,59894.0,20487.0,0.0463816976274548,0,0,0,1,60340.0,827.0,276.0,281.0,124.0,1183.0,1608.0,52339.0,12300.0,64639.0,0.9334921641733319,0.012794133572610963,0.0042698680363248195,0.004347220718142298,0.0019183465090734696,0.01830164451801544,0.024876622472501123,0.1902875972709974
864,Ellis,Texas,25662.0,61952.0,69685.0,152020.0,51016.0,0.06547568701876524,0,0,0,1,137354.0,16415.0,1767.0,1118.0,64.0,5689.0,6431.0,125101.0,43737.0,168838.0,0.8135253912034021,0.09722337388502589,0.010465653466636658,0.006621732074532984,0.0003790615856619955,0.03369502126298582,0.03808976652175458,0.25904713393904216
865,Spokane,Washington,25661.0,49233.0,62589.0,473832.0,187572.0,0.05883595833727311,0,0,1,0,438838.0,8009.0,7248.0,11117.0,2507.0,7063.0,23093.0,470182.0,27693.0,497875.0,0.8814220436856641,0.016086367060005023,0.014557870951544063,0.022328897815716797,0.005035400451920663,0.014186291739894552,0.04638312829525483,0.05562239517951293
866,Roseau,Minnesota,25650.0,50759.0,59226.0,15587.0,6402.0,0.05426703376951929,0,1,0,0,14347.0,134.0,257.0,434.0,6.0,29.0,255.0,15270.0,192.0,15462.0,0.927887724744535,0.008666407967921355,0.016621394386237227,0.028068813866252748,0.00038804811796662784,0.001875565903505368,0.016492045013581685,0.01241753977493209
867,Redwood,Minnesota,25649.0,47447.0,60685.0,15942.0,6507.0,0.055427438969335406,0,1,0,0,13538.0,119.0,751.0,439.0,0.0,266.0,218.0,14821.0,510.0,15331.0,0.8830474202596047,0.007762050746852782,0.0489857152175331,0.028634792250994717,0.0,0.017350466375317983,0.014219555149696693,0.033265931772226205
868,Rockbridge,Virginia,25638.0,48313.0,59165.0,22345.0,9234.0,0.04058376598753865,0,0,0,1,21069.0,735.0,75.0,150.0,0.0,30.0,450.0,22102.0,407.0,22509.0,0.9360255897640943,0.03265360522457684,0.0033320005331200853,0.006664001066240171,0.0,0.0013328002132480341,0.019992003198720514,0.01808165622639833
869,Jessamine,Kentucky,25637.0,49024.0,58733.0,49112.0,18012.0,0.044171025664958966,0,0,0,1,47834.0,2121.0,209.0,751.0,16.0,467.0,1024.0,50663.0,1759.0,52422.0,0.9124794933424898,0.04046011216664759,0.0039868757391934686,0.014326046316432032,0.00030521536759375834,0.008908473541642821,0.019533783526000534,0.03355461447483881
870,Watonwan,Minnesota,25635.0,49698.0,61064.0,11173.0,4445.0,0.06237186849148914,0,1,0,0,9387.0,102.0,77.0,130.0,0.0,1189.0,88.0,8280.0,2693.0,10973.0,0.8554634101886448,0.009295543607035451,0.007017224095507154,0.011847261459947142,0.0,0.10835687596828579,0.008019684680579604,0.24542057778182813
871,Smith,Texas,25626.0,47432.0,60259.0,212227.0,78459.0,0.050942359363599546,0,0,0,1,172884.0,39321.0,778.0,3875.0,299.0,4018.0,3840.0,181638.0,43377.0,225015.0,0.7683221118592094,0.17474835010999268,0.003457547274626136,0.017221074150612182,0.0013288003022020754,0.01785658733862187,0.017065528964735684,0.19277381507899474
872,Jefferson,Wisconsin,25625.0,53454.0,67058.0,83985.0,32137.0,0.05906325558247405,0,1,0,0,79520.0,727.0,105.0,567.0,37.0,1801.0,1895.0,78728.0,5924.0,84652.0,0.9393753248594244,0.008588101875915513,0.0012403723479657894,0.006698010679015262,0.0004370835892831829,0.021275339035108445,0.022385767613287342,0.06998062656523177
873,Camden,North Carolina,25620.0,56607.0,70025.0,10037.0,3580.0,0.07511821498209509,0,0,0,1,8614.0,1462.0,20.0,186.0,0.0,24.0,141.0,10151.0,296.0,10447.0,0.8245429309849718,0.13994448166937876,0.0019144251938355509,0.017804154302670624,0.0,0.002297310232602661,0.013496697616540633,0.028333492868766155
874,Logan,Oklahoma,25620.0,53591.0,66917.0,42871.0,14927.0,0.041473426550006486,0,0,0,1,38149.0,3945.0,1680.0,162.0,20.0,157.0,1931.0,43290.0,2754.0,46044.0,0.8285335765789245,0.08567891581965077,0.036486838676048995,0.003518373729476153,0.0004343671270958214,0.0034097819477021977,0.041938146121101555,0.05981235340109461
875,Sedgwick,Kansas,25603.0,49865.0,63042.0,500768.0,192651.0,0.06976516131161248,0,1,0,0,400828.0,45888.0,5077.0,22209.0,226.0,16451.0,21385.0,438537.0,73527.0,512064.0,0.7827693413323334,0.0896137982752156,0.009914776277965255,0.043371531683539556,0.00044135108111486063,0.03212684351956006,0.04176235783027121,0.14358947319085114
876,Newton,Indiana,25594.0,50262.0,57870.0,14151.0,5374.0,0.05133727919843089,0,1,0,0,13576.0,37.0,14.0,0.0,0.0,283.0,108.0,13150.0,868.0,14018.0,0.9684691111428164,0.0026394635468683122,0.000998715936652875,0.0,0.0,0.020188329290911685,0.007704380082750749,0.061920388072478245
877,Lackawanna,Pennsylvania,25594.0,46044.0,59573.0,214275.0,85769.0,0.06294854505058939,1,0,0,0,193707.0,6005.0,127.0,5598.0,48.0,1614.0,4355.0,196383.0,15071.0,211454.0,0.9160715805801735,0.028398611518344417,0.0006006034409375088,0.02647384301077303,0.00022699972570866476,0.007632865776953853,0.020595495947109063,0.07127318471156847
878,Boone,Nebraska,25590.0,45246.0,59278.0,5441.0,2242.0,0.031466030461598814,0,1,0,0,5229.0,22.0,5.0,6.0,5.0,6.0,40.0,5201.0,112.0,5313.0,0.9841897233201581,0.004140786749482402,0.0009410878976096367,0.001129305477131564,0.0009410878976096367,0.001129305477131564,0.007528703180877094,0.021080368906455864
879,Dubois,Indiana,25589.0,54780.0,66988.0,42103.0,15890.0,0.07597309167240132,0,1,0,0,40206.0,189.0,113.0,295.0,0.0,1072.0,543.0,39303.0,3115.0,42418.0,0.9478523268423782,0.004455655617898062,0.002663963411759159,0.006954594747512848,0.0,0.025272290065538217,0.01280116931491348,0.07343580555424584
880,Codington,South Dakota,25582.0,47214.0,63037.0,27439.0,11566.0,0.05927949822883977,0,1,0,0,26507.0,168.0,601.0,164.0,12.0,25.0,516.0,27355.0,638.0,27993.0,0.9469153002536348,0.006001500375093774,0.021469653127567608,0.005858607509020113,0.0004286785982209838,0.000893080412960383,0.018433179723502304,0.022791412138748975
881,Adams,Nebraska,25571.0,49440.0,65286.0,31367.0,12578.0,0.07225499410790273,0,1,0,0,29464.0,212.0,165.0,420.0,9.0,687.0,626.0,28442.0,3141.0,31583.0,0.9329069436089035,0.006712471899439572,0.0052243295443751385,0.013298293385682171,0.0002849634296931894,0.021752208466580124,0.019820789665326282,0.09945223696292309
882,Adair,Iowa,25564.0,47892.0,60232.0,7588.0,3295.0,0.04917737351660688,0,1,0,0,6967.0,27.0,0.0,40.0,0.0,11.0,79.0,6989.0,135.0,7124.0,0.9779618192026951,0.003790005614823133,0.0,0.005614823133071308,0.0,0.0015440763615946099,0.011089275687815833,0.018950028074115666
883,Hardin,Texas,25559.0,53013.0,64383.0,54945.0,20633.0,0.047070260777054486,0,0,0,1,51670.0,3205.0,110.0,326.0,0.0,168.0,900.0,53237.0,3142.0,56379.0,0.9164759928342113,0.05684740772273364,0.00195108107628727,0.005782294826087728,0.0,0.002979832916511467,0.015963390624168572,0.05572997037904184
884,Pocahontas,Iowa,25556.0,44073.0,56607.0,7243.0,3227.0,0.06894626026870737,0,1,0,0,6630.0,44.0,25.0,105.0,3.0,41.0,50.0,6645.0,253.0,6898.0,0.9611481588866339,0.006378660481298927,0.003624238909828936,0.015221803421281531,0.0004349086691794723,0.005943751812119455,0.007248477819657872,0.03667729776746883
885,Lincoln,North Carolina,25550.0,48940.0,60059.0,78761.0,29994.0,0.0604863193123495,0,0,0,1,72619.0,4067.0,190.0,556.0,34.0,2177.0,1798.0,75686.0,5755.0,81441.0,0.8916761827580703,0.04993799192053143,0.002332977247332425,0.006827028155351727,0.00041748013899632863,0.02673100772338257,0.02207733205633526,0.0706646529389374
886,Shelby,Tennessee,25549.0,46250.0,57213.0,932919.0,343517.0,0.1007318097482967,0,0,0,1,368340.0,501627.0,1607.0,23924.0,251.0,25207.0,16049.0,878468.0,58537.0,937005.0,0.3931035586789825,0.535351465573823,0.0017150388738587307,0.025532414448161962,0.00026787477121253354,0.026901670748822045,0.017127976905139248,0.06247245212138676
887,Centre,Pennsylvania,25545.0,50336.0,70654.0,154460.0,57197.0,0.05112996469099952,1,0,0,0,141282.0,6396.0,154.0,10245.0,49.0,934.0,2383.0,156763.0,4680.0,161443.0,0.8751200113972114,0.039617697887179996,0.0009538970410609318,0.06345892977707303,0.0003035126948830237,0.005785323612668248,0.01476062758992338,0.028988559429643897
888,Gray,Kansas,25537.0,57808.0,63875.0,6012.0,2066.0,0.041059247056196346,0,1,0,0,5856.0,51.0,30.0,7.0,34.0,4.0,55.0,5087.0,950.0,6037.0,0.9700182209706808,0.008447904588371708,0.0049693556402186515,0.0011595163160510187,0.005631936392247805,0.0006625807520291535,0.009110485340400862,0.15736292860692397
889,Republic,Kansas,25531.0,39572.0,52944.0,4919.0,2274.0,0.02963228209584352,0,1,0,0,4576.0,16.0,17.0,30.0,0.0,0.0,47.0,4599.0,87.0,4686.0,0.9765258215962441,0.0034144259496372174,0.0036278275714895433,0.006402048655569782,0.0,0.0,0.010029876227059326,0.01856594110115237
890,Alpine,California,25527.0,58636.0,76645.0,1165.0,394.0,0.04907114020084425,0,0,1,0,723.0,9.0,311.0,8.0,8.0,0.0,87.0,1041.0,105.0,1146.0,0.6308900523560209,0.007853403141361256,0.27137870855148344,0.006980802792321117,0.006980802792321117,0.0,0.07591623036649214,0.09162303664921466
891,Trigg,Kentucky,25527.0,45629.0,53893.0,14289.0,5935.0,0.03328471275547743,0,0,0,1,12960.0,1253.0,0.0,51.0,0.0,0.0,80.0,14041.0,303.0,14344.0,0.9035136642498606,0.08735359732292247,0.0,0.0035554935861684327,0.0,0.0,0.005577244841048522,0.021123814835471277
892,Liberty,Montana,25522.0,44493.0,58438.0,2357.0,847.0,0.006563970736487116,0,0,1,0,2252.0,0.0,0.0,0.0,0.0,16.0,12.0,2231.0,49.0,2280.0,0.987719298245614,0.0,0.0,0.0,0.0,0.007017543859649123,0.005263157894736842,0.02149122807017544
893,Augusta,Virginia,25519.0,52027.0,60614.0,73726.0,27999.0,0.04595635269692428,0,0,0,1,69281.0,3116.0,184.0,453.0,38.0,243.0,1386.0,72731.0,1970.0,74701.0,0.9274440770538547,0.04171296234320826,0.0024631531037067776,0.006064175847712882,0.0005086946627220519,0.003252968501091016,0.018553968487704315,0.026371802251643216
894,Uinta,Wyoming,25513.0,58515.0,73060.0,21040.0,7290.0,0.06526380249634456,0,0,1,0,19252.0,20.0,160.0,22.0,0.0,437.0,718.0,18725.0,1884.0,20609.0,0.9341549808336164,0.0009704498034839148,0.007763598427871318,0.0010674947838323063,0.0,0.02120432820612354,0.03483914794507254,0.09141637148818478
895,Monroe,Pennsylvania,25494.0,57408.0,65433.0,168947.0,58875.0,0.08032650747117942,1,0,0,0,128602.0,24147.0,576.0,4041.0,61.0,5177.0,4982.0,141756.0,25830.0,167586.0,0.7673791366820617,0.14408721492248755,0.003437041280297877,0.02411299273208979,0.0003639922189204349,0.030891601923788384,0.029728020240354206,0.15412981991335792
896,Isanti,Minnesota,25482.0,57353.0,68053.0,38078.0,13860.0,0.05285329061544222,0,1,0,0,37154.0,190.0,160.0,506.0,6.0,186.0,772.0,38223.0,751.0,38974.0,0.9533022014676451,0.004875044901729358,0.004105300969877354,0.012983014317237132,0.00015394878637040079,0.004772412377482424,0.019808077179658233,0.019269256427361832
897,Putnam,Ohio,25481.0,61192.0,72075.0,34339.0,13022.0,0.06611974446304633,0,1,0,0,32137.0,120.0,13.0,65.0,12.0,1197.0,425.0,31903.0,2066.0,33969.0,0.9460684741970621,0.003532632694515588,0.0003827018752391887,0.0019135093761959434,0.00035326326945155876,0.03523801112779299,0.012511407459742706,0.06082015955724337
898,Marion,Iowa,25477.0,54723.0,69241.0,33318.0,12691.0,0.04300329074373463,0,1,0,0,31716.0,197.0,65.0,313.0,0.0,286.0,630.0,32578.0,629.0,33207.0,0.9550998283494444,0.005932484114795074,0.00195741861655675,0.009425723492034813,0.0,0.008612641912849701,0.01897190351431927,0.01894178938175686
899,Weld,Colorado,25468.0,57180.0,66840.0,258780.0,90465.0,0.07732704019594924,0,0,1,0,267514.0,3431.0,2032.0,4327.0,280.0,9158.0,8381.0,208801.0,86322.0,295123.0,0.9064491754285501,0.011625661165005777,0.006885264787901993,0.014661683433686972,0.0009487569589628731,0.031031129393507113,0.02839832883238514,0.2924949936128326
900,Jersey,Illinois,25467.0,53954.0,63789.0,22850.0,8752.0,0.03425002513131487,0,1,0,0,21350.0,105.0,23.0,47.0,0.0,31.0,513.0,21767.0,302.0,22069.0,0.9674203634056822,0.004757805065929584,0.0010421858715845757,0.0021296841723684808,0.0,0.0014046853051792106,0.02324527617925597,0.013684353618197472
901,Fillmore,Nebraska,25460.0,48464.0,60897.0,5818.0,2444.0,0.04191857087817463,0,1,0,0,5406.0,31.0,37.0,17.0,0.0,31.0,52.0,5354.0,220.0,5574.0,0.9698600645855759,0.005561535701471116,0.006637961966271977,0.0030498744169357734,0.0,0.005561535701471116,0.009329027628274129,0.039468963042698244
902,Becker,Minnesota,25455.0,50214.0,59844.0,32800.0,13476.0,0.0767692623845066,0,1,0,0,29630.0,186.0,2510.0,206.0,8.0,93.0,1140.0,33099.0,674.0,33773.0,0.8773280431113611,0.005507357948657211,0.07431972285553548,0.006099546975394546,0.00023687561069493383,0.0027536789743286055,0.03375477452402807,0.019956770201048173
903,Lincoln,New Mexico,25449.0,43014.0,49213.0,20359.0,8685.0,0.0678744948208967,0,0,1,0,18236.0,179.0,327.0,91.0,0.0,178.0,471.0,13120.0,6362.0,19482.0,0.9360435273585874,0.009187968381069705,0.016784724360948567,0.004670978338979571,0.0,0.009136638948773227,0.024176162611641516,0.3265578482701981
