pos,county,state,pc_income,medhouse_inc,medfam_inc,pop,households,exp_rate,NE_dum,MW_dum,W_dum,S_dum
815,Clallam,Washington,25865.0,46033.0,59169.0,71731.0,30814.0,0.03646857005620397,0,0,1,0
816,Otoe,Nebraska,25855.0,50881.0,63841.0,15727.0,6438.0,0.07172862200820714,0,1,0,0
817,Currituck,North Carolina,25854.0,57159.0,66626.0,23880.0,9121.0,0.060235437830909434,0,0,0,1
818,Pottawattamie,Iowa,25847.0,51304.0,63669.0,92962.0,36460.0,0.0966288351025642,0,1,0,0
819,Monongalia,West Virginia,25846.0,44173.0,68101.0,98483.0,36449.0,0.04583620632358186,0,0,0,1
820,Walton,Florida,25845.0,43640.0,56484.0,56590.0,22639.0,0.05177755482019107,0,0,0,1
821,Lincoln,Wyoming,25834.0,64205.0,71523.0,18100.0,6245.0,0.04046850366613819,0,0,1,0
822,Brown,Indiana,25833.0,51568.0,59221.0,15128.0,5889.0,0.04349705357705215,0,1,0,0
823,Wright,Iowa,25827.0,45205.0,59070.0,13092.0,5367.0,0.11157572690662647,0,1,0,0
824,Manitowoc,Wisconsin,25825.0,48881.0,63889.0,81098.0,34067.0,0.04450577727131051,0,1,0,0
825,Sanborn,South Dakota,25823.0,48384.0,62583.0,2348.0,1051.0,0.03504153530687787,0,1,0,0
826,Hampden,Massachusetts,25817.0,49094.0,61474.0,465144.0,177990.0,0.09157092614539625,1,0,0,0
827,Lincoln,Washington,25816.0,47195.0,60478.0,10481.0,4457.0,0.03557646203506501,0,0,1,0
828,Hancock,Iowa,25814.0,50105.0,60921.0,11243.0,4648.0,0.04251227057469625,0,1,0,0
829,Banner,Nebraska,25814.0,36875.0,51750.0,816.0,330.0,0.04031133436954683,0,1,0,0
830,Barton,Kansas,25800.0,44981.0,56250.0,27602.0,11491.0,0.0447628952454095,0,1,0,0
831,Polk,Minnesota,25790.0,50695.0,64911.0,31522.0,12663.0,0.059004985283027625,0,1,0,0
832,Flathead,Montana,25790.0,46581.0,56284.0,91536.0,36901.0,0.04862725624701928,0,0,1,0
833,Sibley,Minnesota,25789.0,54017.0,64750.0,15146.0,6090.0,0.07208301890781336,0,1,0,0
834,Valley,Idaho,25785.0,50473.0,60100.0,9698.0,3519.0,0.03053053181831079,0,0,1,0
835,Morgan,Indiana,25781.0,55354.0,63148.0,69217.0,25621.0,0.049633006507114025,0,1,0,0
836,Wasatch,Utah,25777.0,65050.0,70303.0,24542.0,7602.0,0.05563570835596011,0,0,1,0
837,Edmunds,South Dakota,25775.0,49831.0,65179.0,4051.0,1589.0,0.03878084250126819,0,1,0,0
838,Kingfisher,Oklahoma,25773.0,54666.0,61528.0,15069.0,5733.0,0.032151651632228835,0,0,0,1
839,Kennebec,Maine,25770.0,46808.0,59915.0,121757.0,51719.0,0.05863595831862602,1,0,0,0
840,Calhoun,Iowa,25766.0,44484.0,55234.0,9952.0,4356.0,0.07283440977119322,0,1,0,0
841,Missoula,Montana,25764.0,46117.0,62988.0,110243.0,45523.0,0.039749704759742224,0,0,1,0
842,Richland,South Carolina,25763.0,48359.0,62935.0,389708.0,143874.0,0.06730464394206774,0,0,0,1
843,Custer,Colorado,25761.0,32427.0,50000.0,4245.0,2048.0,0.012674605984099212,0,0,1,0
844,Kalamazoo,Michigan,25757.0,45775.0,62159.0,252763.0,100072.0,0.05561621846781724,0,1,0,0
845,Haakon,South Dakota,25754.0,47198.0,64120.0,1944.0,807.0,0.0717059775784995,0,1,0,0
846,Polk,Wisconsin,25751.0,48538.0,58842.0,43905.0,18266.0,0.04925529591855234,0,1,0,0
847,Perkins,South Dakota,25751.0,38362.0,56429.0,2943.0,1364.0,0.05012653038775896,0,1,0,0
848,Swift,Minnesota,25750.0,48026.0,64250.0,9678.0,4315.0,0.06057703395511338,0,1,0,0
849,Plaquemines,Louisiana,25748.0,55138.0,66800.0,23385.0,8615.0,0.048651501103666624,0,0,0,1
850,Franklin,Pennsylvania,25741.0,52637.0,63117.0,150594.0,58273.0,0.06995439501797371,1,0,0,0
851,Cedar,Nebraska,25738.0,48038.0,58542.0,8790.0,3529.0,0.031185137785041762,0,1,0,0
852,Waseca,Minnesota,25723.0,53657.0,66173.0,19046.0,7328.0,0.05694324179675333,0,1,0,0
853,Caroline,Virginia,25718.0,57218.0,64258.0,28757.0,10680.0,0.04770177416577409,0,0,0,1
854,Champaign,Illinois,25713.0,45808.0,69554.0,202428.0,79137.0,0.06731295800508942,0,1,0,0
855,LaSalle,Illinois,25709.0,52640.0,64693.0,113295.0,44257.0,0.06482172555661551,0,1,0,0
856,Greene,New York,25700.0,49655.0,60571.0,48928.0,18365.0,0.06334116885696812,1,0,0,0
857,Harding,New Mexico,25686.0,34063.0,49167.0,687.0,261.0,0.009835764287705087,0,0,1,0
858,Valley,Montana,25685.0,47181.0,58668.0,7465.0,3248.0,0.06406307112846046,0,0,1,0
859,Clatsop,Oregon,25680.0,44683.0,54849.0,37157.0,15749.0,0.05833208484382196,0,0,1,0
860,Henderson,North Carolina,25670.0,44815.0,57062.0,107583.0,45246.0,0.0786352548161421,0,0,0,1
861,Freeborn,Minnesota,25668.0,44683.0,58220.0,31129.0,13230.0,0.04423959831119548,0,1,0,0
862,Meeker,Minnesota,25665.0,53904.0,63881.0,23197.0,9288.0,0.0643461353474668,0,1,0,0
863,Wise,Texas,25663.0,56005.0,63661.0,59894.0,20487.0,0.046381697627454796,0,0,0,1
864,Ellis,Texas,25662.0,61952.0,69685.0,152020.0,51016.0,0.06547568701876524,0,0,0,1
865,Spokane,Washington,25661.0,49233.0,62589.0,473832.0,187572.0,0.05883595833727311,0,0,1,0
866,Roseau,Minnesota,25650.0,50759.0,59226.0,15587.0,6402.0,0.05426703376951929,0,1,0,0
867,Redwood,Minnesota,25649.0,47447.0,60685.0,15942.0,6507.0,0.055427438969335406,0,1,0,0
868,Rockbridge,Virginia,25638.0,48313.0,59165.0,22345.0,9234.0,0.04058376598753865,0,0,0,1
869,Jessamine,Kentucky,25637.0,49024.0,58733.0,49112.0,18012.0,0.04417102566495896,0,0,0,1
870,Watonwan,Minnesota,25635.0,49698.0,61064.0,11173.0,4445.0,0.06237186849148914,0,1,0,0
871,Smith,Texas,25626.0,47432.0,60259.0,212227.0,78459.0,0.050942359363599546,0,0,0,1
872,Jefferson,Wisconsin,25625.0,53454.0,67058.0,83985.0,32137.0,0.05906325558247405,0,1,0,0
873,Camden,North Carolina,25620.0,56607.0,70025.0,10037.0,3580.0,0.07511821498209509,0,0,0,1
874,Logan,Oklahoma,25620.0,53591.0,66917.0,42871.0,14927.0,0.04147342655000649,0,0,0,1
875,Sedgwick,Kansas,25603.0,49865.0,63042.0,500768.0,192651.0,0.06976516131161248,0,1,0,0
876,Newton,Indiana,25594.0,50262.0,57870.0,14151.0,5374.0,0.05133727919843089,0,1,0,0
877,Lackawanna,Pennsylvania,25594.0,46044.0,59573.0,214275.0,85769.0,0.06294854505058939,1,0,0,0
878,Boone,Nebraska,25590.0,45246.0,59278.0,5441.0,2242.0,0.03146603046159881,0,1,0,0
879,Dubois,Indiana,25589.0,54780.0,66988.0,42103.0,15890.0,0.07597309167240132,0,1,0,0
880,Codington,South Dakota,25582.0,47214.0,63037.0,27439.0,11566.0,0.05927949822883978,0,1,0,0
881,Adams,Nebraska,25571.0,49440.0,65286.0,31367.0,12578.0,0.07225499410790273,0,1,0,0
882,Adair,Iowa,25564.0,47892.0,60232.0,7588.0,3295.0,0.04917737351660688,0,1,0,0
883,Hardin,Texas,25559.0,53013.0,64383.0,54945.0,20633.0,0.047070260777054486,0,0,0,1
884,Pocahontas,Iowa,25556.0,44073.0,56607.0,7243.0,3227.0,0.06894626026870737,0,1,0,0
885,Lincoln,North Carolina,25550.0,48940.0,60059.0,78761.0,29994.0,0.0604863193123495,0,0,0,1
886,Shelby,Tennessee,25549.0,46250.0,57213.0,932919.0,343517.0,0.1007318097482967,0,0,0,1
887,Centre,Pennsylvania,25545.0,50336.0,70654.0,154460.0,57197.0,0.05112996469099952,1,0,0,0
888,Gray,Kansas,25537.0,57808.0,63875.0,6012.0,2066.0,0.041059247056196346,0,1,0,0
889,Republic,Kansas,25531.0,39572.0,52944.0,4919.0,2274.0,0.029632282095843513,0,1,0,0
890,Alpine,California,25527.0,58636.0,76645.0,1165.0,394.0,0.04907114020084425,0,0,1,0
891,Trigg,Kentucky,25527.0,45629.0,53893.0,14289.0,5935.0,0.03328471275547743,0,0,0,1
892,Liberty,Montana,25522.0,44493.0,58438.0,2357.0,847.0,0.006563970736487116,0,0,1,0
893,Augusta,Virginia,25519.0,52027.0,60614.0,73726.0,27999.0,0.04595635269692428,0,0,0,1
894,Uinta,Wyoming,25513.0,58515.0,73060.0,21040.0,7290.0,0.06526380249634456,0,0,1,0
895,Monroe,Pennsylvania,25494.0,57408.0,65433.0,168947.0,58875.0,0.08032650747117943,1,0,0,0
896,Isanti,Minnesota,25482.0,57353.0,68053.0,38078.0,13860.0,0.052853290615442215,0,1,0,0
897,Putnam,Ohio,25481.0,61192.0,72075.0,34339.0,13022.0,0.06611974446304632,0,1,0,0
898,Marion,Iowa,25477.0,54723.0,69241.0,33318.0,12691.0,0.04300329074373463,0,1,0,0
899,Weld,Colorado,25468.0,57180.0,66840.0,258780.0,90465.0,0.07732704019594924,0,0,1,0
900,Jersey,Illinois,25467.0,53954.0,63789.0,22850.0,8752.0,0.03425002513131487,0,1,0,0
901,Fillmore,Nebraska,25460.0,48464.0,60897.0,5818.0,2444.0,0.04191857087817463,0,1,0,0
902,Becker,Minnesota,25455.0,50214.0,59844.0,32800.0,13476.0,0.0767692623845066,0,1,0,0
903,Lincoln,New Mexico,25449.0,43014.0,49213.0,20359.0,8685.0,0.0678744948208967,0,0,1,0
904,Ford,Illinois,25448.0,48866.0,60799.0,13991.0,5651.0,0.04016943233048485,0,1,0,0
905,Cass,Iowa,25448.0,43481.0,52403.0,13793.0,6081.0,0.06247223617625441,0,1,0,0
906,Ohio,Indiana,25443.0,50377.0,59539.0,6075.0,2422.0,0.04918636827266547,0,1,0,0
907,Shackelford,Texas,25436.0,47277.0,56875.0,3362.0,1445.0,0.052216018230652035,0,0,0,1
908,Carroll,Iowa,25430.0,48361.0,64495.0,20732.0,8626.0,0.05325812484986602,0,1,0,0
909,McIntosh,North Dakota,25427.0,36066.0,50887.0,2791.0,1308.0,0.014972661055542145,0,1,0,0
910,Pawnee,Nebraska,25426.0,37321.0,49191.0,2759.0,1314.0,0.04870440255476003,0,1,0,0
911,Lee,Illinois,25409.0,50060.0,62194.0,35535.0,13504.0,0.046770071697622546,0,1,0,0
912,Turner,South Dakota,25406.0,51925.0,62026.0,8344.0,3461.0,0.04490058878028764,0,1,0,0
913,Genesee,New York,25403.0,49922.0,62864.0,59872.0,23884.0,0.061228492187063284,1,0,0,0
914,Clark,Kansas,25385.0,41129.0,52083.0,2188.0,932.0,0.0401736674450673,0,1,0,0
915,Blue Earth,Minnesota,25380.0,49935.0,68864.0,64504.0,24476.0,0.061954603621273065,0,1,0,0
916,Wicomico,Maryland,25378.0,51092.0,59379.0,99683.0,36405.0,0.08120863542020229,0,0,0,1
917,Bayfield,Wisconsin,25377.0,44944.0,55654.0,15071.0,6964.0,0.025450104889896102,0,1,0,0
918,Meade,South Dakota,25375.0,49324.0,58193.0,25914.0,10083.0,0.07007072074644403,0,1,0,0
919,White,Illinois,25375.0,42914.0,56110.0,14630.0,6240.0,0.05041056721169871,0,1,0,0
920,Ottawa,Michigan,25371.0,56453.0,67166.0,267017.0,94666.0,0.07272054052472818,0,1,0,0
921,Steuben,New York,25371.0,47476.0,56903.0,98951.0,41503.0,0.047151812475830585,1,0,0,0
922,Rice,Minnesota,25370.0,59915.0,72133.0,64585.0,22299.0,0.0898728869351167,0,1,0,0
923,Miami,Ohio,25369.0,52040.0,61644.0,102867.0,41239.0,0.05577864452692546,0,1,0,0
924,Decatur,Tennessee,25368.0,36258.0,46973.0,11695.0,5066.0,0.05802218220332804,0,0,0,1
925,Bandera,Texas,25364.0,49215.0,63387.0,20533.0,8405.0,0.055013949149626006,0,0,0,1
926,Washington,Tennessee,25355.0,42075.0,52949.0,123891.0,51771.0,0.04100886080813201,0,0,0,1
927,McPherson,Nebraska,25339.0,54926.0,57981.0,382.0,169.0,0.01195234453285117,0,1,0,0
928,Portage,Ohio,25332.0,52697.0,66446.0,163387.0,60992.0,0.05911995894786794,0,1,0,0
929,Chemung,New York,25329.0,48804.0,60715.0,88876.0,35622.0,0.03321674396644221,1,0,0,0
930,Logan,Kansas,25328.0,41765.0,59412.0,2775.0,1282.0,0.0630922016801216,0,1,0,0
931,Wayne,New York,25327.0,52601.0,62677.0,93224.0,36399.0,0.052209615516658626,1,0,0,0
932,Auglaize,Ohio,25323.0,52239.0,62940.0,45906.0,18241.0,0.044740244590362056,0,1,0,0
933,Harlan,Nebraska,25322.0,45920.0,55400.0,3445.0,1573.0,0.0725742975254718,0,1,0,0
934,Gilliam,Oregon,25320.0,44743.0,56667.0,1915.0,883.0,0.045692030607921666,0,0,1,0
935,Poweshiek,Iowa,25318.0,50349.0,66827.0,18804.0,7488.0,0.058656688256392114,0,1,0,0
936,Tama,Iowa,25311.0,51670.0,60657.0,17661.0,6794.0,0.054771188025459605,0,1,0,0
937,Yellow Medicine,Minnesota,25303.0,52510.0,61389.0,10294.0,4135.0,0.05460232174185341,0,1,0,0
938,Andrew,Missouri,25302.0,54336.0,67006.0,17319.0,6691.0,0.06420638140574196,0,1,0,0
939,Henry,Georgia,25299.0,60781.0,67683.0,206349.0,69238.0,0.07867488478841039,0,0,0,1
940,McClain,Oklahoma,25293.0,54426.0,67537.0,35155.0,12749.0,0.07505816555140624,0,0,0,1
941,Eau Claire,Wisconsin,25287.0,48090.0,67630.0,99788.0,39754.0,0.059822925668798516,0,1,0,0
942,Cass,Minnesota,25287.0,45045.0,53277.0,28485.0,12906.0,0.0401358554029364,0,1,0,0
943,Kewaunee,Wisconsin,25282.0,53588.0,67033.0,20578.0,8145.0,0.05013452201595717,0,1,0,0
944,Allen,Indiana,25279.0,49370.0,60867.0,358324.0,138212.0,0.07464152977729185,0,1,0,0
945,Green Lake,Wisconsin,25275.0,46994.0,60358.0,19042.0,8001.0,0.05530201243965539,0,1,0,0
946,Butler,Iowa,25269.0,52026.0,63153.0,14909.0,6189.0,0.0771008347358232,0,1,0,0
947,Pima,Arizona,25269.0,45841.0,57757.0,986891.0,384041.0,0.09130862052822578,0,0,1,0
948,Nemaha,Nebraska,25269.0,42672.0,68516.0,7207.0,3001.0,0.03970479708348546,0,1,0,0
949,Frontier,Nebraska,25262.0,50227.0,58636.0,2568.0,1086.0,0.03678621158630943,0,1,0,0
950,Marshall,Kansas,25262.0,44032.0,60625.0,10057.0,4345.0,0.06075428696102674,0,1,0,0
951,Fillmore,Minnesota,25249.0,50657.0,64379.0,20870.0,8422.0,0.02604797114536117,0,1,0,0
952,Cabarrus,North Carolina,25247.0,53551.0,66058.0,181415.0,64713.0,0.08503737451799241,0,0,0,1
953,Westmoreland,Virginia,25245.0,49157.0,55966.0,17532.0,7130.0,0.0472000176035469,0,0,0,1
954,Hamlin,South Dakota,25233.0,55563.0,63659.0,5925.0,2041.0,0.057019838406940526,0,1,0,0
955,Madison,New York,25230.0,53589.0,66688.0,72839.0,26565.0,0.048815233553074065,1,0,0,0
956,Crawford,Illinois,25214.0,46216.0,59235.0,19707.0,7731.0,0.04773594474323721,0,1,0,0
957,Knox,Nebraska,25214.0,42230.0,54286.0,8617.0,3776.0,0.08473254294070029,0,1,0,0
958,Cherry,Nebraska,25213.0,45464.0,54185.0,5735.0,2618.0,0.017375719083722558,0,1,0,0
959,Caroline,Maryland,25211.0,58632.0,66471.0,32871.0,11806.0,0.06958808093414823,0,0,0,1
960,Burt,Nebraska,25203.0,46817.0,62449.0,6748.0,2899.0,0.04484511303310063,0,1,0,0
961,Houston,Georgia,25195.0,54893.0,66233.0,143205.0,52330.0,0.06029478420007134,0,0,0,1
962,Lincoln,Oregon,25194.0,42365.0,53750.0,46070.0,20913.0,0.07422061186174225,0,0,1,0
963,Cooke,Texas,25186.0,50067.0,59160.0,38484.0,14466.0,0.06999257243645833,0,0,0,1
964,Antelope,Nebraska,25186.0,43518.0,54688.0,6600.0,2855.0,0.050197641305489746,0,1,0,0
965,Yavapai,Arizona,25186.0,42987.0,53015.0,211968.0,91349.0,0.06993659026659117,0,0,1,0
966,Hood River,Oregon,25181.0,56725.0,64422.0,22427.0,8144.0,0.07625832128361515,0,0,1,0
967,DeSoto,Mississippi,25176.0,58505.0,64822.0,163975.0,57979.0,0.058778799647270584,0,0,0,1
968,Hardin,Iowa,25153.0,49342.0,64360.0,17453.0,7061.0,0.0833766839990536,0,1,0,0
969,Wilkin,Minnesota,25148.0,50507.0,62835.0,6576.0,2685.0,0.0499347769303744,0,1,0,0
970,Christian,Missouri,25134.0,52838.0,60493.0,78724.0,29652.0,0.03447803289382486,0,1,0,0
971,Shenandoah,Virginia,25134.0,49625.0,57422.0,42270.0,17397.0,0.05742762442211751,0,0,0,1
972,Douglas,Wisconsin,25129.0,45418.0,59716.0,43994.0,18933.0,0.03649928275220851,0,1,0,0
973,Lee,Texas,25123.0,51534.0,66352.0,16603.0,6078.0,0.07645226853263537,0,0,0,1
974,Big Horn,Wyoming,25119.0,52589.0,61910.0,11741.0,4462.0,0.038704605589646356,0,0,1,0
975,Haskell,Kansas,25114.0,52415.0,60125.0,4219.0,1411.0,0.035158429309884894,0,1,0,0
976,Washington,Virginia,25109.0,41897.0,54606.0,54804.0,22755.0,0.05400094764220711,0,0,0,1
977,Oneida,New York,25103.0,48729.0,62090.0,234206.0,91075.0,0.06130364029574439,1,0,0,0
978,Clinton,Missouri,25100.0,53826.0,64341.0,20659.0,8089.0,0.03369208624437788,0,1,0,0
979,Amelia,Virginia,25100.0,52885.0,61403.0,12712.0,4808.0,0.04816285805442078,0,0,0,1
980,Iroquois,Illinois,25098.0,47079.0,58930.0,29446.0,11892.0,0.06636394501701913,0,1,0,0
981,Keith,Nebraska,25097.0,41970.0,58047.0,8247.0,3786.0,0.056520449592471066,0,1,0,0
982,Tipton,Indiana,25093.0,52686.0,60757.0,15834.0,6622.0,0.04500007731839233,0,1,0,0
983,Chatham,Georgia,25093.0,45794.0,55978.0,271102.0,102484.0,0.06327680122494507,0,0,0,1
984,Rutherford,Tennessee,25077.0,55401.0,66755.0,269407.0,96731.0,0.0766506294205781,0,0,0,1
985,Livingston,Louisiana,25076.0,56811.0,66164.0,130192.0,46246.0,0.0706806218737312,0,0,0,1
986,Clayton,Iowa,25074.0,47494.0,57348.0,17990.0,7707.0,0.04749403325597263,0,1,0,0
987,Faribault,Minnesota,25065.0,44264.0,56849.0,14430.0,6331.0,0.05211300603899653,0,1,0,0
988,Winneshiek,Iowa,25062.0,53122.0,66694.0,21038.0,8042.0,0.06687261359946796,0,1,0,0
989,Barry,Michigan,25059.0,52186.0,63064.0,59121.0,22610.0,0.0665204313324522,0,1,0,0
990,Palo Alto,Iowa,25055.0,44663.0,60550.0,9352.0,3948.0,0.07502845717721819,0,1,0,0
991,Box Butte,Nebraska,25046.0,46373.0,58521.0,11312.0,4860.0,0.039760388516395,0,1,0,0
992,Muscatine,Iowa,25038.0,51425.0,60616.0,42798.0,16410.0,0.06646585008471328,0,1,0,0
993,Lake,Colorado,25029.0,44610.0,57267.0,7332.0,3079.0,0.04223018178805391,0,0,1,0
994,Limestone,Alabama,25020.0,48619.0,57858.0,85264.0,31794.0,0.05751515813666696,0,0,0,1
995,Trempealeau,Wisconsin,25017.0,49143.0,61196.0,29098.0,11745.0,0.07512426647299034,0,1,0,0
996,Burnet,Texas,24998.0,48115.0,58125.0,43230.0,16588.0,0.058019048552821806,0,0,0,1
997,Montgomery,Ohio,24997.0,43401.0,55971.0,536433.0,222578.0,0.06540055738490479,0,1,0,0
998,Sierra,California,24996.0,39009.0,52454.0,3127.0,1253.0,0.03698037831647343,0,0,1,0
999,Mower,Minnesota,24990.0,46004.0,61094.0,39252.0,15855.0,0.0703986677191664,0,1,0,0
1000,Washington,Colorado,24977.0,44683.0,55606.0,4796.0,2019.0,0.08304769760659816,0,0,1,0
1001,Montgomery,Alabama,24975.0,44790.0,56684.0,228980.0,88844.0,0.09462464920065242,0,0,0,1
1002,Portage,Wisconsin,24972.0,50996.0,65214.0,70136.0,27975.0,0.0662405757930608,0,1,0,0
1003,Sullivan,New York,24963.0,48089.0,60166.0,77134.0,29531.0,0.055796060540241006,1,0,0,0
1004,Kaufman,Texas,24954.0,61194.0,67995.0,105220.0,34922.0,0.06136574258304054,0,0,0,1
1005,Livingston,Illinois,24952.0,54614.0,64978.0,38687.0,14446.0,0.04835267489567109,0,1,0,0
1006,Stevens,Kansas,24950.0,54494.0,63438.0,5713.0,1936.0,0.06338060768495618,0,1,0,0
1007,Aitkin,Minnesota,24939.0,41617.0,50684.0,16032.0,7741.0,0.05611796995796045,0,1,0,0
1008,Saline,Kansas,24935.0,47215.0,55970.0,55633.0,22173.0,0.041412561382612144,0,1,0,0
1009,Garrett,Maryland,24932.0,45206.0,56341.0,30014.0,11974.0,0.019125314053487934,0,0,0,1
1010,St. James,Louisiana,24930.0,55443.0,63632.0,21916.0,7786.0,0.049173792254155906,0,0,0,1
1011,Allamakee,Iowa,24926.0,48831.0,56269.0,14242.0,5862.0,0.06015896845760724,0,1,0,0
1012,Woodward,Oklahoma,24922.0,51867.0,63096.0,20483.0,7382.0,0.07602392643391932,0,0,0,1
1013,Jasper,Iowa,24905.0,50513.0,63418.0,36710.0,14826.0,0.06440455599541726,0,1,0,0
1014,Pottawatomie,Kansas,24892.0,56854.0,71259.0,22009.0,7974.0,0.05618648277693332,0,1,0,0
1015,Kosciusko,Indiana,24881.0,50859.0,60725.0,77527.0,29705.0,0.06120745349133623,0,1,0,0
1016,Hubbard,Minnesota,24880.0,45961.0,55744.0,20440.0,8670.0,0.05265617405887044,0,1,0,0
1017,De Baca,New Mexico,24879.0,37660.0,46534.0,1975.0,689.0,0.11657249202453324,0,0,1,0
1018,Orange,Florida,24877.0,47581.0,56830.0,1175416.0,415790.0,0.08094863465598758,0,0,0,1
1019,Wagoner,Oklahoma,24874.0,55723.0,63730.0,74077.0,27016.0,0.04954769988597865,0,0,0,1
1020,Carbon,Pennsylvania,24861.0,48900.0,57049.0,65074.0,25903.0,0.050677197710773815,1,0,0,0
1021,Dewey,Oklahoma,24860.0,46488.0,57868.0,4800.0,1830.0,0.06048371962338286,0,0,0,1
1022,Alachua,Florida,24857.0,42149.0,62139.0,249848.0,96043.0,0.06304245928931577,0,0,0,1
1023,Kent,Delaware,24851.0,55149.0,64414.0,165030.0,58524.0,0.06349920410345347,0,0,0,1
1024,Washburn,Wisconsin,24850.0,41924.0,52635.0,15842.0,7348.0,0.044594168201092355,0,1,0,0
1025,Kent,Texas,24839.0,46875.0,56016.0,913.0,401.0,0.03889426601392242,0,0,0,1
1026,West Baton Rouge,Louisiana,24838.0,50926.0,64567.0,24012.0,8820.0,0.04723960564093074,0,0,0,1
1027,Sherman,Nebraska,24837.0,41835.0,51469.0,3129.0,1369.0,0.051039717496843495,0,1,0,0
1028,Broome,New York,24835.0,45958.0,59345.0,199298.0,79763.0,0.07533668427780252,1,0,0,0
1029,Benzie,Michigan,24831.0,47366.0,54971.0,17474.0,7682.0,0.03137500835201162,0,1,0,0
1030,Pierce,Nebraska,24830.0,51924.0,62143.0,7211.0,2916.0,0.08080649791228504,0,1,0,0
1031,Buffalo,Nebraska,24830.0,50963.0,67076.0,46885.0,17705.0,0.06427776966595929,0,1,0,0
1032,Effingham,Georgia,24824.0,63030.0,69450.0,52961.0,17830.0,0.05648332157922893,0,0,0,1
1033,Johnson,Texas,24816.0,57535.0,65392.0,152384.0,52044.0,0.06191370199443554,0,0,0,1
1034,Keweenaw,Michigan,24802.0,39038.0,50250.0,2181.0,1014.0,0.04507612730445291,0,1,0,0
1035,Lafourche,Louisiana,24798.0,50572.0,59941.0,96755.0,35072.0,0.07959741868230966,0,0,0,1
1036,Luzerne,Pennsylvania,24793.0,44402.0,58150.0,320827.0,130880.0,0.08303642045557456,1,0,0,0
1037,Jefferson,Missouri,24792.0,54845.0,64116.0,219636.0,80812.0,0.04556205713776467,0,1,0,0
1038,Osage,Kansas,24789.0,50205.0,62512.0,16260.0,6558.0,0.025961753312534128,0,1,0,0
1039,Schleicher,Texas,24787.0,50648.0,70556.0,3316.0,1078.0,0.024157432622531474,0,0,0,1
1040,Ballard,Kentucky,24781.0,44588.0,56414.0,8282.0,3327.0,0.04417945916999493,0,0,0,1
1041,Jefferson,Nebraska,24777.0,44843.0,57234.0,7563.0,3301.0,0.01787251567589481,0,1,0,0
1042,Monterey,California,24775.0,59168.0,63669.0,420569.0,125428.0,0.06219649409343333,0,0,1,0
1043,Fulton,Ohio,24771.0,52856.0,63355.0,42601.0,16285.0,0.040871881526360315,0,1,0,0
1044,Delta,Colorado,24771.0,42078.0,51539.0,30659.0,12671.0,0.0707494102931106,0,0,1,0
1045,Aiken,South Carolina,24769.0,44509.0,56150.0,161710.0,63388.0,0.06821924767460025,0,0,0,1
1046,Albany,Wyoming,24758.0,42774.0,67949.0,36745.0,15257.0,0.04981992720630985,0,0,1,0
1047,Ingham,Michigan,24754.0,45321.0,62971.0,281531.0,108823.0,0.07510154345278952,0,1,0,0
1048,Atchison,Missouri,24748.0,44426.0,54247.0,5605.0,2448.0,0.03445652661937683,0,1,0,0
1049,Franklin,Missouri,24742.0,48857.0,60741.0,101569.0,39263.0,0.04576742011256106,0,1,0,0
1050,Orange,Texas,24736.0,49507.0,59926.0,82372.0,31162.0,0.049244387364917354,0,0,0,1
1051,San Jacinto,Texas,24733.0,46107.0,53569.0,26669.0,9425.0,0.04524587935985491,0,0,0,1
1052,Cascade,Montana,24727.0,44963.0,58565.0,81621.0,33430.0,0.023426808169755876,0,0,1,0
1053,Churchill,Nevada,24716.0,49830.0,60951.0,24572.0,9253.0,0.047638348287852385,0,0,1,0
1054,Edwards,Kansas,24714.0,46551.0,55114.0,2998.0,1269.0,0.029018361804316353,0,1,0,0
1055,San Juan,Colorado,24711.0,39583.0,53194.0,659.0,321.0,0.06430305296720962,0,0,1,0
1056,Cayuga,New York,24702.0,51581.0,63082.0,79767.0,31311.0,0.04630850704093651,1,0,0,0
1057,Victoria,Texas,24700.0,50364.0,56062.0,88068.0,32072.0,0.05087975127013169,0,0,0,1
1058,Montague,Texas,24699.0,44231.0,55267.0,19668.0,8038.0,0.05205678330028442,0,0,0,1
1059,Warren,Missouri,24692.0,50830.0,64196.0,32667.0,12572.0,0.035802745251458844,0,1,0,0
1060,Kootenai,Idaho,24685.0,49002.0,56911.0,140785.0,55679.0,0.04828268016757165,0,0,1,0
1061,Russell,Kansas,24683.0,37111.0,48132.0,6945.0,3317.0,0.08106027968497177,0,1,0,0
1062,Morris,Kansas,24680.0,47445.0,57161.0,5869.0,2503.0,0.012089744651611344,0,1,0,0
1063,Clinton,New York,24676.0,50282.0,63665.0,81865.0,31901.0,0.04854332061753703,1,0,0,0
1064,Lincoln,Wisconsin,24669.0,49021.0,61366.0,28650.0,12513.0,0.06407801128482263,0,1,0,0
1065,Asotin,Washington,24659.0,43175.0,55321.0,21802.0,9058.0,0.0290381836050292,0,0,1,0
1066,Macoupin,Illinois,24658.0,49590.0,60309.0,47462.0,19254.0,0.03169160096540247,0,1,0,0
1067,Osceola,Iowa,24653.0,48659.0,63939.0,6335.0,2676.0,0.048018570315523125,0,1,0,0
1068,Dickey,North Dakota,24644.0,47359.0,62298.0,5264.0,2178.0,0.04853730723060647,0,1,0,0
1069,Merrick,Nebraska,24639.0,50859.0,56185.0,7802.0,3316.0,0.041406711491496,0,1,0,0
